Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
134,5,0.61,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",named practising open burning resulting haze peninsular malaysia singapore reached hazardous levels countries acted breach principle 5 environmental responsibility conservation natural resources biodiversity potentially breach principle 7 responsible new planting criterion 5 1 aspects plantation mill management including replanting environmental impacts identified plans mitigate negative impacts promote positive ones made implemented monitored demonstrate continual improvement criterion 5 5 use fire waste disposal preparing land replanting avoided except specific situations identified asean guidelines regional best practice criterion 7 7 use fire preparation new plantings specific situations identified asean guidelines regional best practice complaint filed executive board view fact members named media source fires hotspots analysis conducted two external experts show hotspots analysis jatim jaya perkasa available august 2013 verification submitted based total concession area 11 801 ha 8 200 within hgu 3 601 ha within plasma area actual burning found 22 74 hotspot locations actions taken include 1 intensify fire patrolling hourly hotspot monitoring must submitted central monitoring post 2 revise sops emergency fire procedure land forest fire prevention patrol land forest land preparation water management 3 improve water management according bmps existing cultivation peat4 organize firefighting fire prevention campaign local 5 engage local fire patrolling dry season6 establish database high risk hotspots area draft action plan submitted october 2013 jatim jaya perkasa completed following corrective actions 1 one firefighting team formed 35 members 18 units water pump robin 6 units high pressure water pump tohatsu 4 units motorcycle 1 unit wheel drive vehicle 2 recent hotspot monitoring jatim jaya perkasa downloaded eye haze one hotspot identified march 7 none found field verification 3 jjp implemented water management fire preventionsystem,False,1,0,0,0,0,0,1,0.07,0.04,0.13,0.13,0.02,0.61
135,5,0.91,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",cleared hcv forest planted tanjung puting national park violations indonesian national laws planted coastal reserves riparian land prohibited indonesian laws acknowledged complaint despite fact andalas sukses makmur member pledged address issues raised complaint 20 september replied saying bilateral talks parties concerned resolve issues,False,1,0,0,0,0,0,1,0.05,0.0,0.02,0.01,0.01,0.91
136,0,0.8,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",acquisition collingwood plantation pte ltd kuala lumpur kepong bhdis breach national laws papua new guinea land question property collingwood bay communities claiming customary ownership said land,False,1,1,0,0,0,0,0,0.8,0.01,0.03,0.02,0.07,0.07
137,5,0.67,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",member violated principles criteria clearing hcv forest endangering lives orang utans found formal complaint filed allegations result directive seeking clarification response letter submitted attached reviewing specific complaints received contents companys response letter determine next cause action member released following statement update 26 aug 2013bga responded decision complaints panel 30 july 2013 complaints panel deliberate response early sept 2013 update 22 november 2013a meeting conducted 8 november 2013 summary meeting listed bumitama decided transfer membership parent bumitama agri ltd b clearance activities ceased since oct 2013 c bumitama comply new planting procedures future clearance bumitama conduct independent verification encroachment deforestation allegation e lsm implement actions instructed complaints panel stated joint statement 24 sept 2013 update 15 january 2014action 3 refer joint statement dated 24 september 2013 two meetings conducted 17 december 2013 lsm bumitama complainants yiari bksda 22 december 2013 lsm bumitama yiari follow orangutan monitoringand riparian conservation project two main actions meetings listed lsm conduct vegetation enrichment riparian area 484 ha collaboration yiari bksda skw dishut ketapang b special task force formed consisting bksda skw 1 dishut ketapang yiari representatives lsm implementconservation project monitor relocation orang utan action 4 refer joint statement dated 24 september 2013 three npp notifications submitted bumitama published npp website sop npp submitted 9 december 2013,False,1,0,0,0,0,0,1,0.23,0.01,0.05,0.03,0.02,0.67
138,0,0.77,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegations sumber hasil prima sinar sawit andalanhas failed share communities effective plans development started land clearing works hak guna usaha communities disputing right lands concessions charging proper fpic process used child labour developing plantations remarksrspo meeting good hope 16 july 2014 discuss action plan member promised comply documents activites end august member submitted progress related documents 16 september 2014 complaint coordinator review wait response,False,1,1,0,0,0,0,0,0.77,0.01,0.05,0.02,0.06,0.09
139,5,0.93,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",cleared hcv forest habitat various endemic animals including orang utan formal complaint filed allegations result directive seeking clarification response letter submitted attached reviewing specific complaints received contents companys response letter determine next cause action,False,1,0,0,0,0,0,1,0.03,0.01,0.01,0.01,0.01,0.93
140,0,0.76,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",synopsis family member employee injured commotion plantation ensuing medical condition injury rendered unable work complaint made enable enlist help securing insuring benefits injuries remarks acknowledged complaint engaged bilateral negotiations amicable solution reached assisted securing necessary insurance benefits,False,1,1,0,0,0,0,0,0.76,0.01,0.05,0.02,0.07,0.09
141,2,0.82,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",synopsis carrying illegal logging 540 ha kawasan budidaya kehutanan kabupaten kutai kertanegara planted land outside concession area planted land outside hgu remarks written member preliminary findings 4 june 2013 based evidence furnished box complaint legitimate refer rspo’s complaints process flow member since met 26 july 2013 relevant documents pertaining allegations made available investigation,False,1,0,0,1,0,0,0,0.05,0.01,0.82,0.02,0.02,0.08
142,5,0.76,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",centre orangutan protection cop recent clearing high conservation value areas taken place gunta samba jaya involving orang utan habitats written member awaiting formal reply member update indofood agri met complainants mar 2013 agreed stop land clearing ii file reports ministry forestry set evaluation team iii team make evaluation concession area identify hcv develop conservation action plan iv team submit follow result based information salim ivomas pratama gunta samba subsidiary gunta samba jaya,False,1,0,0,0,0,0,1,0.08,0.03,0.05,0.07,0.02,0.76
143,2,0.72,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",member replaced many products promoting free products initiated aggressive campaigns aimed denigrating general mainly environmental perspective blaming deforestation threateningendangered species fuelling negative perception use among consumers referring general way making distinction betweensustainable promoted non sustainable failure promote use sustainable makes fall back solution failure acknowledge benefits sustainable environmentalperspective finally willing resolve matter despite direct contacts madeby ferrero complaint made ground systeme u undermining objectives enshrined vision mission breaching code conduct,False,1,0,0,1,0,0,0,0.05,0.02,0.72,0.05,0.02,0.14
144,0,0.79,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",mekar bumi andalas currently contact member complainants initial discussions parties coordinated held reviewed materials submitted complainants seeking verification organization public update provided soon formal response received member organization,False,1,1,0,0,0,0,0,0.79,0.01,0.04,0.01,0.04,0.1
145,2,0.77,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",member 1 initiated campaign aimed denigrating general well asproducts containing tag line campaign l huile depalme c est nul translated rubbish 2 fuelling negative perception france parts world 3 launched number free products brand andpromotes denigrating statements general wellas disparaging comparisons competing products containing including ferrero groups nutella 4 refers general way making distinction betweensustainable promoted non sustainable 5 fails promote use sustainable 6 hasnt willing resolve matter despite direct contacts made ferrerogroup,False,1,0,0,1,0,0,0,0.04,0.02,0.77,0.05,0.02,0.11
146,0,0.82,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",dissatisfaction terms koperasi unit desa kud credit repayment led peaceful protest villagers however 8 june 2010 villager shot security forces protest acknowledged complaint engaged dialogue family victim ibu yusniarhas compensated,False,1,1,0,0,0,0,0,0.82,0.01,0.03,0.01,0.02,0.11
147,0,0.89,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",november 2011 acquired three estates biase calaro ibiae total land area 173 ha plantation development concession signed government nigeria rainforest resource development centre rrdc disputing legality agreement subsequent land acquisition concession area complaint filed new planting procedure public consultation,False,1,1,0,0,0,0,0,0.89,0.01,0.02,0.01,0.02,0.06
148,5,0.5,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",tuv nord conducted incomplete assessments produced biased assessment reports failed consider aspects rspos requirements principle 7 new planting procedure particularly carrying audit borneo surya mining jaya subsidiary first resource ltd east kalimantan companyallegedly breached certification systemrules two main grounds complaintare 1 dissatisfaction manner tuv nord managed audit process required rspos new planting procedure npp 2 disputes content tuv nordaudit reports including conclusions recommendations,False,2,0,0,1,0,0,1,0.19,0.02,0.22,0.04,0.04,0.5
149,0,0.98,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",summary dispute involves overlapping claims land affected local communities living desa biru maju central kalimantan case filed sawit watch walhi social ngo provides advice affected villagers,False,1,1,0,0,0,0,0,0.98,0.0,0.0,0.0,0.0,0.01
150,0,0.69,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",synopsis communities sanggau mitra austral sejahtera operating lack transparency land status partnership agreements lack compliance customary land rights absence documented compensation lack compliance local regulations acting breached principles criteria specifically principle 1 transparency principle 2 compliance applicable laws principle 6 responsible consideration employees individuals communities affected growers mills,False,1,1,0,0,0,0,0,0.69,0.01,0.08,0.02,0.06,0.13
151,5,0.79,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",allegations sisirau cleared forest habitat orangutans plantation leading starvation primates sisirau submitted progress 24 july actions completed according timeline including comply compensation process input progress sent sisirau waiting response,False,1,0,0,0,0,0,1,0.07,0.02,0.04,0.06,0.01,0.79
152,1,0.52,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",synopsis according hutan bumi langgeng perdanatrada subsidiary bw plantation recently started operation expand plantation onto peatland forest areas clearing clarify high conservation forests hcvfs digging canals peatlands drainage encroached tanjung putting national park,False,1,0,1,0,0,0,0,0.05,0.52,0.04,0.27,0.02,0.1
153,0,0.78,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",borneo surya mining jaya begun clearing land carrying new planting procedure ii acquired cleared local peoples land free prior informedconsent p c 2 2 2 3 7 5 7 6 iii failed negotiate compensate local people expropriation land p c 7 6,False,1,1,0,0,0,0,0,0.78,0.01,0.03,0.02,0.03,0.14
154,5,0.69,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",golden veroleum liberia provided public notification 30 day consistent new planting procedures ii commenced land preparation new planting infrastructure developmentprior expiry minimum 30 day iii conducted comprehensive participatory independent social environmental impact assessment area concerned incorporate results relevant action plans see criteria 5 1 6 1 7 1 7 4 including identification primary forest b area required maintain c enhance one high conservation values hcvs local peoples land iv clearing land free prior informed consent customary land owners represented representative organizations choice p c 2 2 2 3 7 5 7 6 complaints panel panel reviewed evidence preliminary findings panel issue related butaw refer cp decision september 2015 closed monitoring status,False,1,0,0,0,0,0,1,0.19,0.01,0.06,0.03,0.02,0.69
155,0,0.56,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",new planting announcement wilmar affect communities sabung beringin sambas district west kalimantan 1 lands identified securing hcv 5 thus threatening food security communities 2 communities sufficiently informed options 3 land negotiations dealt urban land claimants exclusion work claim land synopsis new planting announcement wilmar affect communities sabung beringin sambas district west kalimantan 1 lands identified securing hcv 5 thus threatening food security communities 2 communities sufficiently informed options 3 land negotiations dealt urban land claimants exclusion work claim land remarks fpp hasassured meeting complainants bilateral discussions upon response submitted 17 august 2012,False,1,1,0,0,0,0,0,0.56,0.01,0.05,0.03,0.03,0.32
156,2,0.73,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",result revocation forest relinquishment decree 2008 decree june 2012 area local government hati prima agros permit license validity legality called question subsequently issuance wood utilization license ipk ud karya budi kotawaringin timur forestry agency antang kalang kotawaringin timur district central kalimantan inaccordance national laws indonesia status court case 4 december 2012 examining legal facts found court hearing session palangkaraya state administrative court ruled following revocation location permit ijin lokasi head kotawaringin timur regents decree 525 26 342 ek sda vi 2012 dated 21 june 2012 revoked prinsip arahan lokasi principle license ijin lokasi location permit ijin usaha perkebunan plantation business license void ii declared 2008 decree revocation ministry forestry sk 51 menhut ii 08 dated 11 march 2008 revoked ministry forestrys decree 186 kpts ii 2000 dated 29 june 2000 relinquishment part forestry area sungai mentaya void iii ordered head regency kotawaringin timur revoke revocation location permitiv ordered indonesian ministry forestry revoke 2008 decree revocation,False,1,0,0,1,0,0,0,0.08,0.01,0.73,0.03,0.03,0.13
157,5,0.76,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",synopsis done following actions causing harm orangutans inhabitants living area west kalimantan illegal logging use snares catch orangutans illegal use 60 snares catch bores deer along orangutans 400 ha forest located pelangsi kuala santung,False,1,0,0,0,0,0,1,0.08,0.03,0.05,0.07,0.02,0.76
158,1,0.54,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",allegations developing plantation peat area 3 metres depth wirata daya bangun persada ii clearing land cutting trees kaliau mas iii kaliau mas perkasa area cleared burning fire,False,1,0,1,0,0,0,0,0.05,0.54,0.04,0.26,0.02,0.09
159,5,0.71,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",herakles farms sgsocis developing 70 000 hectare plantation mill cameroon earmarked area plantation claimed located biodiversity hotspot covered species rich canopy forest area surrounded nationally protected forest complainants alleging clearing areas disrupt ecological landscape migration routes protected species subspecies result loss water resources subsistence farming lands local communities complainants hcv assessment done incomplete flawed,False,1,0,0,0,0,0,1,0.18,0.01,0.06,0.02,0.02,0.71
160,0,0.53,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",complaint made sabah mills including mills owned member host plantations mills operating sabah complaint aimed extensive use calcium carbonate plantations alkalinisation acidic soil process splitting kernels extract seed calcium carbonate sourced sea demanded plantation process obtaining calcium carbonate triggered destruction corals turn results environmental degradation sea beds coast sabah,False,1,1,0,0,0,0,0,0.53,0.02,0.13,0.03,0.07,0.22
161,5,0.52,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",synopsis sime darby received complaint operating violation principles criteria violation rspo’s new plantings procedure including acquiring lands respecting customary rights free prior informed consent customary land owners represented representative organisations choice p c 2 2 2 3 7 5 7 6 peoples’ land taken 7 5 7 6 clearing lands prior completion new plantings procedure npp,False,1,0,0,0,0,0,1,0.22,0.02,0.17,0.04,0.04,0.52
162,0,0.99,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",conflict land issue asiatic persada indigenous local communities response wilmar provided verification tuv rheinland september november fpp sawit watch huma conducted site visit issued international finance corporation compliance advisor ombudsman ifc cao invited provide service mediate case kick meeting ifc cao attendance parties well representative provincial government took place early dec cao team conducted preliminary visit site currently awaiting update ifc cao,False,1,1,0,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0
163,2,0.95,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",case involving subsidiary already incorporated gars overall action plans going mediation facilitated forest trust tft updates case available dsf,False,1,0,0,1,0,0,0,0.01,0.0,0.95,0.01,0.01,0.02
164,0,0.94,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",taken possession native customary land consent owners therefore trespassing said lands wants return land acknowledged complaint indicated ready engage complainants bilateral negotiations response received despite many efforts contact enter dialogue ijm final email sent 11 jan 2012 seek response documentary evidence avail case closed 13 4 2012 due lack evidence response complainants,False,1,1,0,0,0,0,0,0.94,0.0,0.01,0.0,0.02,0.02
165,2,0.96,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",gar holding used membership rules make two smart ivo mas tunggal members green washed create impression gar committed sustainability membership gar claims aim obtain certification existing operating units 2015 claimed gar holding smart plan become member claims supported evidence held,False,1,0,0,1,0,0,0,0.01,0.0,0.96,0.01,0.0,0.01
166,5,0.81,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",failed carry hcv assessment prior land clearing planting compliance rspos new planting procedure npp non compliance rspos new planting procedure npp violation ofp c 7 3 new plantings since november 2005 replaced primary forest area required maintain enhance one high conservation values violation p c 5 2 status rare threatened endangered species high conservation value habitats exist plantation could affected plantation mill management shall identified operations managed best ensure maintained enhanced remarks successfully got parties complaint engaged dialogue parties agreed solution 8 december 2011,False,1,0,0,0,0,0,1,0.09,0.01,0.06,0.02,0.01,0.81
167,0,0.91,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",land conflict ioi certification process new certifications suspended 1 4 11 parties agreed mediation mediator engaged dispute settlement facility mediation process stage 1 began september 2011 going note stage 1 conflict assessment agreement participate mediation stage would map dispute identifying parties participate mediation establish primary agenda issues require resolution would seek commitment key parties enter mediation establish agreement mediation team updates case found dsf,False,1,1,0,0,0,0,0,0.91,0.0,0.02,0.01,0.01,0.05
168,2,0.89,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",control union certification cuc conducted incomplete assessments produced biased assessment reports failed consider aspects certification system required certification standards processing certification united plantations subsidiary sinar sawit sejati central kalimantan,False,1,0,0,1,0,0,0,0.03,0.01,0.89,0.01,0.01,0.05
169,0,0.91,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",desa pergulaan disputing legitimacy land acquisition lonsum desa pergulaan failed comply national laws indonesia carrying land acquisition therefore fpic process flawed questioning validity hgu extension granted government acknowledged complaint engaged bilateral negotiations complainants since early 2013 view addressing outstanding issues 23 july 2013 parties informed principle reached agreement settle dispute bilateral talks start 2014 elections endorsed,False,1,1,0,0,0,0,0,0.91,0.0,0.02,0.01,0.02,0.04
170,0,0.48,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",following actions remarksownership investigation lido wana hijau semesta ongoing,False,2,1,0,0,0,0,1,0.48,0.02,0.17,0.03,0.1,0.19
171,5,0.78,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",fpp complaint alleging breaches principles criteria gar including hcv fpic smallholder schemes indonesian law kartika prima cipta kpc west kalimantan,False,1,0,0,0,0,0,1,0.13,0.01,0.04,0.03,0.02,0.78
172,0,0.86,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",grievances related land agreements smallholder schemes reduction environmental values social conflicts pts amnl bnm cng kgp,False,1,1,0,0,0,0,0,0.86,0.01,0.03,0.01,0.05,0.05
173,1,0.4,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",allegations forest clearance impact biodiversity leuser ecosystem,False,2,0,1,0,1,0,0,0.08,0.4,0.06,0.27,0.03,0.16
174,3,0.86,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",2017 ran massive deforestation plantation agra bumi niaga abn despite moratorium aceh governor june 2016 clearing forests inside leuser ecosystem field investigations carried ran investigators found time forest clearance fruit transported abn plantation nearby crude mill owned koperasi prima jasa kpj according ran satellite images april 22nd 2017 show abn continued destroy critically important lowland forests sell crude processing mill owned ensem sawita kpj gar supply chain however es gar supplier,False,1,0,0,0,1,0,0,0.01,0.06,0.02,0.86,0.01,0.05
175,3,0.68,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",2016 ran published titled dua perkasa lestari destroying orangutan capital world highlighting continued land clearing activities dpl despite forest moratorium issued president indonesia april 2016 letter issued governor aceh 522 12 2686 iii dated 17 june 2016 aug ran raised allegation social confilct,False,1,0,0,0,1,0,0,0.04,0.1,0.04,0.68,0.01,0.13
176,3,0.37,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",ran indo sawit perkasa isp caught destroying lowland rainforest singkil bengkung area,False,2,0,0,0,1,0,1,0.07,0.08,0.08,0.37,0.02,0.37
177,5,0.71,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",allegations planting along banks lake marsedan kartika prima cipta kpc west kalimantan,False,1,0,0,0,0,0,1,0.07,0.04,0.06,0.11,0.02,0.71
178,5,0.36,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",allegations forest clearing supplier austindo nusantara jaya agri anj sorong west papua indonesia media related fire haze involving gar supplier kayung agro lestari kal 10 6 2015 titled deadly trade greenpeace ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations mighty earth rapid response 6 carrying deforestation permata putra mandiri berau karetindo lestari pipit citra persada subur karunia bld plantation bhd rayatama jaya condong garut sumur pandan wangi mulia inti perkasa prasetya mitra muda linked gar suppply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan mentinoned greenpeace final countdown 9 18,False,2,0,0,0,1,0,1,0.08,0.06,0.17,0.3,0.02,0.36
179,1,0.54,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",ksa reportedly conducting new planting clearing forested peatlands orangutan habitat bsg reportedly conducting deforestation peatland development sml reportedly developing secondary forests orangutan habitat,False,1,0,1,0,0,0,0,0.05,0.54,0.04,0.25,0.02,0.1
180,5,0.42,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",allegations peat clearance social conflict setia agrindo lestari sal partly owned first resources greenpeace final countdown 9 18,False,2,0,0,1,0,0,1,0.09,0.03,0.34,0.09,0.03,0.42
181,0,0.98,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegations hcs clearance concession owned varia mitra andalan vma subsidiary eagle high plantation eh,False,1,1,0,0,0,0,0,0.98,0.0,0.0,0.0,0.0,0.01
182,3,0.5,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation including arrtu energie resources eagle high plantation rajawali ehp supplier gar nov greenpeace aer burning house dec mighty earth rapid response 22 indications 109 ha deforestation inside arrtu energie resources concession jul 14 nov 13,False,2,0,0,0,1,0,1,0.06,0.08,0.15,0.5,0.02,0.19
183,5,0.59,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",hcs hcv clearance concession syaukath sejahtera ss nanggroe aceh darussalam,False,1,0,0,0,0,0,1,0.2,0.04,0.06,0.08,0.03,0.59
184,5,0.37,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",request information forest heroes gar action regarding media reports contributing haze crisis provident agro tempirai resources waymusi agro indah,False,2,0,0,1,0,0,1,0.08,0.04,0.36,0.13,0.03,0.37
185,5,0.54,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",local media ketapang district police investigating 4 suspected burning clear land including cipta usaha sejati,False,1,0,0,0,0,0,1,0.08,0.04,0.15,0.17,0.02,0.54
186,5,0.46,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",media two operating jambi carried burnings investigated jambi provincial police department,False,2,0,0,1,0,0,1,0.08,0.05,0.19,0.19,0.02,0.46
187,3,0.99,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",mighty earth published rapid response 5 comapnies committing deforestation palem segar lestari megakarya jaya raya kartika cipta pratama krida dharma kahuripan kapuasindo industry rimba karya rayatama jaya harapan rimba jaya persada kencana prima linked gar supply chain level kpi rj hrj kdk mighty earth rapid response 6 committing deforestation linked gar supply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.0,0.0,0.99,0.0,0.0
188,5,0.33,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",website incident resulted burning excavator,False,2,0,0,1,0,0,1,0.08,0.06,0.29,0.21,0.03,0.33
189,5,0.34,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",media article gar supplier bahari gembira ria bgr high incidents fires based global forest watch info,False,2,0,0,1,0,0,1,0.08,0.05,0.31,0.19,0.03,0.34
190,3,0.42,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",greenpeace two andalan sukses makmur asmr subsidiary bumitama bumi sawit sejahtera bss subsidiary ioi clearing forest peatlands bumitama supplier gar foe released similar greenpeace final countdown 9 18 greenpeace dying cookie,False,2,0,0,0,1,0,1,0.07,0.08,0.17,0.42,0.02,0.24
191,5,0.33,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",chain reaction research fire damage gar concessions agro lestari mandiri amnl west kalimantan,False,2,0,0,1,0,0,1,0.08,0.06,0.26,0.24,0.03,0.33
192,3,0.7,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",anugerah energitama ae concerning orangutans trapped concession gar internal monitoring detected potential hcs forest clerance global primatama mandiri nusantara agro sentosa east kalimantan since march 2016 gpm nas managed palma serasih,False,1,0,0,0,1,0,0,0.02,0.22,0.02,0.7,0.01,0.04
193,2,0.66,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo,False,1,0,0,1,0,0,0,0.07,0.04,0.66,0.09,0.04,0.11
194,2,0.67,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",eof claims gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,1,0,0,0,0.06,0.04,0.67,0.08,0.04,0.11
195,2,0.64,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,1,0,0,0,0.07,0.04,0.64,0.09,0.05,0.11
196,2,0.64,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,1,0,0,0,0.07,0.04,0.64,0.09,0.05,0.11
197,5,0.62,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",various reports hcv clearances violations ioi subsidiaries ketapang indonesia greenpeace final countdown 9 18,False,1,0,0,0,0,0,1,0.19,0.04,0.06,0.07,0.03,0.62
198,5,0.45,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",media reports apsl carried land clearing using fire involved hostage situation rokan hulu district riau province employees environment forestry ministry khlk abducted investigating 2015 forest fires,False,2,0,0,1,0,0,1,0.08,0.05,0.21,0.18,0.03,0.45
199,2,0.59,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",ran oppuk ilrf published human cost conflict alleging indofood pp lonsum involved labour exploitation issues deadly trade greenpeace ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations ran published sustainability assessment salim related borneo peat forests alleging drm skl carried peat clearance ketungau forest greenpeace final countdown 9 18,False,1,0,0,1,0,0,0,0.07,0.02,0.59,0.07,0.02,0.22
200,3,0.48,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",deadly trade greenpeace ioi continues buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations mighty earth published rapid response 5 carrying deforestation palem segar lestari megakarya jaya raya kartika cipta pratama krida dharma kahuripan kapuasindo industry rimba karya rayatama jaya harapan rimba jaya persada kencana prima linked gar supply chain level kpi rj hrj kdk,False,2,0,0,0,1,0,1,0.06,0.08,0.15,0.48,0.02,0.21
201,3,0.49,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations,False,2,0,0,0,1,0,1,0.06,0.08,0.15,0.49,0.02,0.19
202,0,0.47,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",demands members nanga suhaid represented fpp kpc takes action regarding return land end hgu plasma revenue water pollution allegations,False,2,1,0,0,0,0,1,0.47,0.03,0.06,0.06,0.06,0.32
203,1,0.62,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",peatland violations clearance tunas baru lampung tbl,False,1,0,1,0,0,0,0,0.04,0.62,0.03,0.22,0.02,0.07
204,0,0.69,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",ivo mas tunggal accused various environmental labour issues kompas riau media,False,1,1,0,0,0,0,0,0.69,0.01,0.05,0.02,0.14,0.08
205,4,0.98,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",sawit mas sejahtera sms accused complying labour laws regulations,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.98,0.0
