Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc,Topic_0_Indicate,Topic_1_Indicate,Topic_2_Indicate,Topic_3_Indicate,Topic_4_Indicate,Topic_5_Indicate
156,5,0.8027834261601178,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",result revocation forest relinquishment decree 2008 decree june 2012 area local government hati prima agros permit license validity legality called question subsequently issuance wood utilization license ipk ud karya budi kotawaringin timur forestry agency antang kalang kotawaringin timur district central kalimantan inaccordance national laws indonesia status court case 4 december 2012 examining legal facts found court hearing session palangkaraya state administrative court ruled following revocation location permit ijin lokasi head kotawaringin timur regents decree 525 26 342 ek sda vi 2012 dated 21 june 2012 revoked prinsip arahan lokasi principle license ijin lokasi location permit ijin usaha perkebunan plantation business license void ii declared 2008 decree revocation ministry forestry sk 51 menhut ii 08 dated 11 march 2008 revoked ministry forestrys decree 186 kpts ii 2000 dated 29 june 2000 relinquishment part forestry area sungai mentaya void iii ordered head regency kotawaringin timur revoke revocation location permitiv ordered indonesian ministry forestry revoke 2008 decree revocation,False,6,0.66,0.95,3.39,1.95,12.78,80.28,1,1,1,1,1,1
157,4,0.5668025355368381,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",synopsis done following actions causing harm orangutans inhabitants living area west kalimantan illegal logging use snares catch orangutans illegal use 60 snares catch bores deer along orangutans 400 ha forest located pelangsi kuala santung,False,6,3.15,2.75,20.99,6.14,56.68,10.28,1,1,1,1,1,1
158,1,0.42697160223148983,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",allegations developing plantation peat area 3 metres depth wirata daya bangun persada ii clearing land cutting trees kaliau mas iii kaliau mas perkasa area cleared burning fire,False,6,1.9,42.7,4.0,38.35,6.78,6.27,1,1,1,1,1,1
159,2,0.42524696656079963,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",herakles farms sgsocis developing 70 000 hectare plantation mill cameroon earmarked area plantation claimed located biodiversity hotspot covered species rich canopy forest area surrounded nationally protected forest complainants alleging clearing areas disrupt ecological landscape migration routes protected species subspecies result loss water resources subsistence farming lands local communities complainants hcv assessment done incomplete flawed,False,6,2.7,1.74,42.52,3.31,38.01,11.71,1,1,1,1,1,1
160,2,0.5642913305665542,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",complaint made sabah mills including mills owned member host plantations mills operating sabah complaint aimed extensive use calcium carbonate plantations alkalinisation acidic soil process splitting kernels extract seed calcium carbonate sourced sea demanded plantation process obtaining calcium carbonate triggered destruction corals turn results environmental degradation sea beds coast sabah,False,6,2.46,1.06,56.43,2.05,31.08,6.93,1,1,1,1,1,1
161,2,0.3915706343700367,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",synopsis sime darby received complaint operating violation principles criteria violation rspo’s new plantings procedure including acquiring lands respecting customary rights free prior informed consent customary land owners represented representative organisations choice p c 2 2 2 3 7 5 7 6 peoples’ land taken 7 5 7 6 clearing lands prior completion new plantings procedure npp,False,6,2.81,1.61,39.16,2.96,36.14,17.33,1,1,1,1,1,1
162,2,0.9021910577677228,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",conflict land issue asiatic persada indigenous local communities response wilmar provided verification tuv rheinland september november fpp sawit watch huma conducted site visit issued international finance corporation compliance advisor ombudsman ifc cao invited provide service mediate case kick meeting ifc cao attendance parties well representative provincial government took place early dec cao team conducted preliminary visit site currently awaiting update ifc cao,False,6,1.45,0.4,90.22,0.71,5.23,1.98,1,1,1,1,1,1
163,5,0.9029980629359,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",case involving subsidiary already incorporated gars overall action plans going mediation facilitated forest trust tft updates case available dsf,False,6,0.52,0.77,2.14,1.38,4.89,90.3,1,1,1,1,1,1
164,2,0.8989680810157161,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",taken possession native customary land consent owners therefore trespassing said lands wants return land acknowledged complaint indicated ready engage complainants bilateral negotiations response received despite many efforts contact enter dialogue ijm final email sent 11 jan 2012 seek response documentary evidence avail case closed 13 4 2012 due lack evidence response complainants,False,6,1.4,0.43,89.9,0.77,5.52,1.97,1,1,1,1,1,1
165,5,0.9004774462762739,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",gar holding used membership rules make two smart ivo mas tunggal members green washed create impression gar committed sustainability membership gar claims aim obtain certification existing operating units 2015 claimed gar holding smart plan become member claims supported evidence held,False,6,0.55,0.79,2.2,1.43,4.98,90.05,1,1,1,1,1,1
166,4,0.39073106389081197,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",failed carry hcv assessment prior land clearing planting compliance rspos new planting procedure npp non compliance rspos new planting procedure npp violation ofp c 7 3 new plantings since november 2005 replaced primary forest area required maintain enhance one high conservation values violation p c 5 2 status rare threatened endangered species high conservation value habitats exist plantation could affected plantation mill management shall identified operations managed best ensure maintained enhanced remarks successfully got parties complaint engaged dialogue parties agreed solution 8 december 2011,False,6,2.69,1.68,34.32,3.1,39.07,19.13,1,1,1,1,1,1
167,2,0.791674723606817,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",land conflict ioi certification process new certifications suspended 1 4 11 parties agreed mediation mediator engaged dispute settlement facility mediation process stage 1 began september 2011 going note stage 1 conflict assessment agreement participate mediation stage would map dispute identifying parties participate mediation establish primary agenda issues require resolution would seek commitment key parties enter mediation establish agreement mediation team updates case found dsf,False,6,2.4,0.78,79.17,1.37,11.46,4.81,1,1,1,1,1,1
168,5,0.8772686575932487,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",control union certification cuc conducted incomplete assessments produced biased assessment reports failed consider aspects certification system required certification standards processing certification united plantations subsidiary sinar sawit sejati central kalimantan,False,6,0.57,0.63,2.91,1.16,7.0,87.73,1,1,1,1,1,1
169,2,0.8880804639290719,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",desa pergulaan disputing legitimacy land acquisition lonsum desa pergulaan failed comply national laws indonesia carrying land acquisition therefore fpic process flawed questioning validity hgu extension granted government acknowledged complaint engaged bilateral negotiations complainants since early 2013 view addressing outstanding issues 23 july 2013 parties informed principle reached agreement settle dispute bilateral talks start 2014 elections endorsed,False,6,1.74,0.48,88.81,0.84,5.84,2.3,1,1,1,1,1,1
170,2,0.8383230452894918,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",following actions remarksownership investigation lido wana hijau semesta ongoing,False,6,2.51,0.67,83.83,1.18,8.4,3.4,1,1,1,1,1,1
171,2,0.41536340850707265,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",fpp complaint alleging breaches principles criteria gar including hcv fpic smallholder schemes indonesian law kartika prima cipta kpc west kalimantan,False,6,3.04,1.72,41.54,3.12,34.94,15.65,1,1,1,1,1,1
172,2,0.7569463053126769,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",grievances related land agreements smallholder schemes reduction environmental values social conflicts pts amnl bnm cng kgp,False,6,2.72,1.0,75.69,1.9,14.76,3.93,1,1,1,1,1,1
173,3,0.3589413166736611,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",allegations forest clearance impact biodiversity leuser ecosystem,False,6,2.65,35.53,5.8,35.89,9.95,10.18,1,1,1,1,1,1
174,3,0.8921827470945478,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",2017 ran massive deforestation plantation agra bumi niaga abn despite moratorium aceh governor june 2016 clearing forests inside leuser ecosystem field investigations carried ran investigators found time forest clearance fruit transported abn plantation nearby crude mill owned koperasi prima jasa kpj according ran satellite images april 22nd 2017 show abn continued destroy critically important lowland forests sell crude processing mill owned ensem sawita kpj gar supply chain however es gar supplier,False,6,0.36,6.42,0.87,89.22,1.69,1.44,1,1,1,1,1,1
175,3,0.7140168184440795,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",2016 ran published titled dua perkasa lestari destroying orangutan capital world highlighting continued land clearing activities dpl despite forest moratorium issued president indonesia april 2016 letter issued governor aceh 522 12 2686 iii dated 17 june 2016 aug ran raised allegation social confilct,False,6,1.17,12.42,3.12,71.4,6.5,5.39,1,1,1,1,1,1
176,3,0.8215690907123838,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",ran indo sawit perkasa isp caught destroying lowland rainforest singkil bengkung area,False,6,0.86,8.03,2.15,82.16,4.09,2.7,1,1,1,1,1,1
177,4,0.6076490829650666,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",allegations planting along banks lake marsedan kartika prima cipta kpc west kalimantan,False,6,2.0,2.09,19.93,4.64,60.76,10.57,1,1,1,1,1,1
178,4,0.47947680528667785,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",allegations forest clearing supplier austindo nusantara jaya agri anj sorong west papua indonesia media related fire haze involving gar supplier kayung agro lestari kal 10 6 2015 titled deadly trade greenpeace ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations mighty earth rapid response 6 carrying deforestation permata putra mandiri berau karetindo lestari pipit citra persada subur karunia bld plantation bhd rayatama jaya condong garut sumur pandan wangi mulia inti perkasa prasetya mitra muda linked gar suppply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan mentinoned greenpeace final countdown 9 18,False,6,2.4,4.79,10.08,14.85,47.95,19.92,1,1,1,1,1,1
179,1,0.4405558910850784,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",ksa reportedly conducting new planting clearing forested peatlands orangutan habitat bsg reportedly conducting deforestation peatland development sml reportedly developing secondary forests orangutan habitat,False,6,1.93,44.06,4.04,36.78,6.8,6.4,1,1,1,1,1,1
180,4,0.5572593225524277,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",allegations peat clearance social conflict setia agrindo lestari sal partly owned first resources greenpeace final countdown 9 18,False,6,2.35,3.59,10.14,10.08,55.73,18.11,1,1,1,1,1,1
181,2,0.8511758743172715,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegations hcs clearance concession owned varia mitra andalan vma subsidiary eagle high plantation eh,False,6,1.39,0.52,85.12,0.95,8.96,3.06,1,1,1,1,1,1
182,3,0.39685154986756893,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation including arrtu energie resources eagle high plantation rajawali ehp supplier gar nov greenpeace aer burning house dec mighty earth rapid response 22 indications 109 ha deforestation inside arrtu energie resources concession jul 14 nov 13,False,6,2.82,9.09,8.63,39.69,24.81,14.97,1,1,1,1,1,1
183,2,0.472142266658983,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",hcs hcv clearance concession syaukath sejahtera ss nanggroe aceh darussalam,False,6,3.86,1.99,47.21,3.51,28.85,14.57,1,1,1,1,1,1
184,4,0.4745794892231378,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",request information forest heroes gar action regarding media reports contributing haze crisis provident agro tempirai resources waymusi agro indah,False,6,2.06,4.19,9.32,11.84,47.46,25.14,1,1,1,1,1,1
185,4,0.40181727336173634,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",local media ketapang district police investigating 4 suspected burning clear land including cipta usaha sejati,False,6,2.57,6.3,11.21,17.45,40.18,22.29,1,1,1,1,1,1
186,4,0.3755346304570405,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",media two operating jambi carried burnings investigated jambi provincial police department,False,6,2.56,6.69,10.74,18.68,37.55,23.77,1,1,1,1,1,1
187,3,0.9265859010160568,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",mighty earth published rapid response 5 comapnies committing deforestation palem segar lestari megakarya jaya raya kartika cipta pratama krida dharma kahuripan kapuasindo industry rimba karya rayatama jaya harapan rimba jaya persada kencana prima linked gar supply chain level kpi rj hrj kdk mighty earth rapid response 6 committing deforestation linked gar supply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,6,0.3,4.07,0.67,92.66,1.29,1.01,1,1,1,1,1,1
188,4,0.356448709077727,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",website incident resulted burning excavator,False,6,2.6,7.16,10.58,20.22,35.64,23.8,1,1,1,1,1,1
189,4,0.3432322172432236,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",media article gar supplier bahari gembira ria bgr high incidents fires based global forest watch info,False,6,2.42,6.55,9.84,17.72,34.32,29.15,1,1,1,1,1,1
190,4,0.3931773101488661,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",greenpeace two andalan sukses makmur asmr subsidiary bumitama bumi sawit sejahtera bss subsidiary ioi clearing forest peatlands bumitama supplier gar foe released similar greenpeace final countdown 9 18 greenpeace dying cookie,False,6,2.87,6.44,10.38,21.92,39.32,19.07,1,1,1,1,1,1
191,4,0.3507271486658427,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",chain reaction research fire damage gar concessions agro lestari mandiri amnl west kalimantan,False,6,2.55,7.14,10.25,20.54,35.07,24.45,1,1,1,1,1,1
192,1,0.4738611940901341,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",anugerah energitama ae concerning orangutans trapped concession gar internal monitoring detected potential hcs forest clerance global primatama mandiri nusantara agro sentosa east kalimantan since march 2016 gpm nas managed palma serasih,False,6,1.0,47.39,1.86,44.26,3.03,2.45,1,1,1,1,1,1
193,5,0.32936403654433555,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo,False,6,8.04,6.4,17.05,10.75,24.82,32.94,1,1,1,1,1,1
194,5,0.3416669503207088,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",eof claims gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,6,7.7,6.18,16.82,10.39,24.74,34.17,1,1,1,1,1,1
195,5,0.3432642657832712,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,6,7.74,6.13,16.88,10.27,24.66,34.33,1,1,1,1,1,1
196,5,0.3422634555837834,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,6,7.77,6.15,16.9,10.3,24.66,34.23,1,1,1,1,1,1
197,2,0.4612907923030104,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",various reports hcv clearances violations ioi subsidiaries ketapang indonesia greenpeace final countdown 9 18,False,6,3.68,1.94,46.13,3.44,29.88,14.93,1,1,1,1,1,1
198,4,0.3863286364801481,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",media reports apsl carried land clearing using fire involved hostage situation rokan hulu district riau province employees environment forestry ministry khlk abducted investigating 2015 forest fires,False,6,2.51,6.37,10.75,17.66,38.63,24.07,1,1,1,1,1,1
199,4,0.5705966308279995,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",ran oppuk ilrf published human cost conflict alleging indofood pp lonsum involved labour exploitation issues deadly trade greenpeace ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations ran published sustainability assessment salim related borneo peat forests alleging drm skl carried peat clearance ketungau forest greenpeace final countdown 9 18,False,6,2.08,3.08,9.35,8.29,57.06,20.14,1,1,1,1,1,1
200,3,0.3866969764738899,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",deadly trade greenpeace ioi continues buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations mighty earth published rapid response 5 carrying deforestation palem segar lestari megakarya jaya raya kartika cipta pratama krida dharma kahuripan kapuasindo industry rimba karya rayatama jaya harapan rimba jaya persada kencana prima linked gar supply chain level kpi rj hrj kdk,False,6,2.81,8.93,8.75,38.67,25.58,15.26,1,1,1,1,1,1
201,3,0.37986629670330924,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations,False,6,2.86,8.89,8.88,37.99,25.99,15.39,1,1,1,1,1,1
202,2,0.6692868882975016,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",demands members nanga suhaid represented fpp kpc takes action regarding return land end hgu plasma revenue water pollution allegations,False,6,4.04,1.47,66.93,2.59,17.64,7.33,1,1,1,1,1,1
203,1,0.5202158372923865,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",peatland violations clearance tunas baru lampung tbl,False,6,1.7,52.02,3.42,32.01,5.61,5.23,1,1,1,1,1,1
204,2,0.6349681882440142,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",ivo mas tunggal accused various environmental labour issues kompas riau media,False,6,7.08,1.83,63.5,3.43,18.57,5.59,1,1,1,1,1,1
205,0,0.9933748467146237,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",sawit mas sejahtera sms accused complying labour laws regulations,False,6,99.34,0.05,0.28,0.07,0.17,0.1,1,1,1,1,1,1
206,0,0.6019277541122747,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",greenpeace 3rd alert bulletin felda global ventures fgv cleared natural forest peat taa violated malaysian labour law exploited workers greenpeace final countdown 9 18,False,6,60.19,1.99,19.95,3.24,9.7,4.93,1,1,1,1,1,1
207,0,0.6745579950350057,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",dian anggara persada dap violated worker freedom association,False,6,67.46,1.78,15.6,2.88,8.1,4.17,1,1,1,1,1,1
208,3,0.5459233547684711,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",gar found indication deforestation internal monitoring process flora nusa perdana part sumber tani agug sta central kalimantan,False,6,0.91,37.51,1.76,54.59,2.92,2.32,1,1,1,1,1,1
209,3,0.8912237665844243,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa according kap likely supplies ffb tantahan panduhup asia owned sumber tani agung stais gar ssupplier mighty earth rapid response 17 indications deforestation tantahan panduhup asi concession central kalimantan total area 70 ha 7 ha clearance preparation stacking lines mar 20 june 29,False,6,0.28,7.91,0.62,89.12,1.13,0.94,1,1,1,1,1,1
210,1,0.4829179140275112,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",gar found indication deforestation internal monitoring process mip part widya corp east kalimantan later mighty earth rapid response reports brought issue,False,6,0.94,48.29,1.76,43.81,2.87,2.32,1,1,1,1,1,1
211,2,0.7649136818093191,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegations land grab sinar mas,False,6,5.86,1.16,76.49,2.01,10.43,4.05,1,1,1,1,1,1
212,3,0.917993560721426,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa raw materials least one entering gar supply chain greenpeace final countdown 9 18,False,6,0.3,4.91,0.68,91.8,1.28,1.03,1,1,1,1,1,1
213,3,0.9342734987712783,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",mighty earth rapid response 2 carrying deforestation berau karetindo lestari rayatama jaya harapan rimba raya simpi indai bkl si gar suppliers mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,6,0.26,3.71,0.59,93.43,1.13,0.88,1,1,1,1,1,1
214,1,0.6134603673051522,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",greenpeace final countdown allegations deforestation graha agro nusantara agriprima cipta persada agrinusa persada mulia number mighty earth rapid response reports deforestation allegations involving gama kpn,False,6,0.86,61.35,1.63,31.29,2.61,2.27,1,1,1,1,1,1
215,3,0.9348438115501094,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,6,0.27,3.5,0.63,93.48,1.2,0.91,1,1,1,1,1,1
216,3,0.9073595530939825,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,6,0.4,5.08,0.89,90.74,1.66,1.24,1,1,1,1,1,1
217,1,0.6850680452854249,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",deforestation case studies greenpeace final countdown,False,6,0.77,68.51,1.45,24.95,2.3,2.02,1,1,1,1,1,1
218,2,0.5208249959152251,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",complaint desa lidung kresna duta agroindo kda tiga serumpun cooperative local development,False,6,2.25,1.07,52.08,2.06,34.33,8.2,1,1,1,1,1,1
219,2,0.7462909768492703,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",ivo mas tunggal imt operating land compensation,False,6,3.61,1.33,74.63,2.33,12.99,5.12,1,1,1,1,1,1
220,2,0.8873041022373439,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",complaint damaged road sumber indah perkasa sip,False,6,1.53,0.44,88.73,0.78,6.23,2.29,1,1,1,1,1,1
221,4,0.5602162563893892,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",centre orangutan protection gar supplier fairco agro mandiri sourcing ffb four farmers kutai national park kalimantan timur killed orangutan,False,6,3.34,3.02,20.12,6.9,56.02,10.6,1,1,1,1,1,1
222,2,0.43976138795584513,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",gar internal monitoring team found indications potential hcs hcv clearance jan feb apr 2018 kapuasindo industry buana tunas sejahtera concessions west kalimantan gar third party suppliers mighty earth rapid response 5 comapnies committing deforestation linked gar supply chain kapuasindo industry rayatama jaya harapan rimba jaya indirect persada kencana prima krida dharma kahuripan mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,6,4.17,2.22,43.98,3.87,29.59,16.17,1,1,1,1,1,1
223,2,0.42845406019848314,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",high risk rainforest published milieudefensie friends earth netherlands friends earth usa sustainable development institute alleging gvl golden veroleum liberia alleging failure reform behaviour human rights violations environmental degradation disregard communities land rights,False,6,2.65,1.71,42.85,3.26,38.29,11.26,1,1,1,1,1,1
224,3,0.3581305281314663,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",allegations forest clearance impact biodiversity leuser ecosystem,False,6,2.65,35.63,5.8,35.81,9.94,10.17,1,1,1,1,1,1
225,3,0.3598118075461598,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",allegations forest clearance impact biodiversity leuser ecosystem,False,6,2.64,35.51,5.78,35.98,9.93,10.16,1,1,1,1,1,1
226,5,0.34567937959338696,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued another 8 6 18 alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,6,7.47,6.0,16.77,10.19,25.01,34.57,1,1,1,1,1,1
227,5,0.33772905960652483,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued another 8 6 18 alleging number sourcing ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,6,7.66,6.24,16.73,10.6,24.98,33.77,1,1,1,1,1,1
228,1,0.647832452514767,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",deforestation case studies greenpeace final countdown 9 18,False,6,0.83,64.78,1.56,28.18,2.49,2.16,1,1,1,1,1,1
229,1,0.677480339931137,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",gp deforestation case studies final countdown one involved deforestation,False,6,0.76,67.75,1.42,25.81,2.27,1.99,1,1,1,1,1,1
230,4,0.6172400948442369,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",allegations desa kembiri forestalestari dwikarya polluting jaman akar river,False,6,2.13,2.67,16.02,6.45,61.72,11.0,1,1,1,1,1,1
231,3,0.3865547892497061,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations,False,6,2.83,8.95,8.79,38.66,25.57,15.21,1,1,1,1,1,1
232,3,0.9158682227107724,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",mighty earth rapid response 4 carrying deforestation bld plantation bhd permata putera mandiri blok licensed plant forests lpf 0039 zedtee sb agriprima cipta persada condong garut gar longer sourced however gar sourcing ja wattie manages condong garut mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan gar longer sourced condong garut however gar sourcing ja wattie manages condong garut,False,6,0.35,4.48,0.8,91.59,1.56,1.22,1,1,1,1,1,1
233,3,0.5133279447940475,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",internal monitoring found sae west kalimantan carrying peat forest clearance gar buy sae buys another subsidiary saraswanti issue highlighted online media,False,6,1.96,26.19,4.52,51.33,8.44,7.56,1,1,1,1,1,1
234,5,0.34099815778128817,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,6,7.79,6.2,16.9,10.38,24.64,34.1,1,1,1,1,1,1
235,0,0.9228119999857285,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",sms worker head sbpks gsbi labour union dismissed signed open letter european union president indonesia claiming involved environmental damage land grab,False,6,92.28,0.56,3.23,0.86,1.94,1.13,1,1,1,1,1,1
236,1,0.5220221019988381,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",gar internal monitoring detected indications land clearing hcs clearance dwiwira lestari jaya east kalimantan q3 2018 first lamandau timber international central kalimantan q1 2018 triputra agro persada tap gar supplier later late january mighty earth deforestation dlj nov 2018 january rapid response 12,False,6,1.0,52.2,1.84,39.57,2.97,2.41,1,1,1,1,1,1
237,1,0.5174461585726494,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",rapid response 12 mighty earth series peat forest development since july 2018 pinang witmas abadi west kalimantan owned managed pundi lahan khatulistiwa gar supplier online media,False,6,1.7,51.74,3.43,32.26,5.63,5.24,1,1,1,1,1,1
