pk,source,internal_id,status,submitted_on,accepted_on,last_updated_on,country,region,complainants,respondents,respondent_sector,respondent_parent_company,respondent_supplier,summary,history,external_link,extras
543,Hershey,21-06-001,In Progress,2021-06,,2021-07,Guatemala,,Rainforest Action Network (RAN),"Grupo Hame - Reforestadora de Palmas del Petén, S.A (REPSA)",,,,"REPSA, a palm oil supplier connected to Hershey through AAK and Cargill, faced allegations of human rights violations, violence against defenders, and environmental issues including ecocide. NGOs raised concerns about REPSA re-entering supply chains before judicial processes concluded or proper remediation occurred. In response, Hershey engaged with suppliers to understand their due diligence, while both AAK and Cargill provided information about their verification efforts with Grupo Hame.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
544,Hershey,21-04-002,Closed,2021-04,,2021-07,Malaysia,Selangor,Chain Reaction Research (CRR),Perbadanan Kemajuan Pertanian Selangor (PKPS),,,,"A grievance was raised against PKPS for allegedly clearing a peat swamp forest in Malaysia without an Environmental Impact Assessment. Hershey issued a 'No Buy' order on PKPS and engaged suppliers to address the issue. PKPS later denied plans to develop palm oil on the cleared land, claiming it was part of a rural farming project, and ceased development to fulfill EIA requirements.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
545,Hershey,19-06-001,In Progress - Investigation,2019-06,,2023-11,Indonesia,West Kalimantan,Mongabay,Mongabay,,,,"Mongabay reported deforestation in orangutan habitats near 10 mills in West Kalimantan, Indonesia between January-May 2019. Hershey investigated possible connections to these mills and confirmed indirect links through direct suppliers. Various actions were taken including supplier suspensions, investigations, and a No Buy order against PT Ketapang Agro Lestari in November 2023.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
546,Hershey,21-03-004,In Progress - Investigation,2021-03,,2022-07,Indonesia,,Mighty Earth,Genting Plantations: PT Citra Sawit Cemerlang,,,,"A grievance was raised against Genting Plantations' PT Citra Sawit Cemerlang for alleged deforestation of over 2,045 hectares since January 2016. Mighty Earth flagged the supplier in multiple Rapid Response Reports, with Starling data confirming continued deforestation including 1,004.3ha in 2020 and 19.1ha in 2021. Hershey was connected to Genting through suppliers AAK, Bunge and Cargill, and later learned the supplier planned to address liabilities through RSPO's Remediation and Compensation Procedure.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
547,Hershey,21-02-002,In Progress - Investigation,2021-02,,2021-05,Indonesia,Sumatra,Mighty Earth,PT Agro Muara Rupit: SIPEF,,,,"PT Agro Muara Rupit faced allegations of deforestation and peatland development. Hershey contacted multiple direct suppliers including AAK, Bunge, Cargill, Fuji and Wilmar to investigate the grievance. Bunge closed the case based on PT AMR following RSPO Annex 5 procedures, indicating no HCS areas were cleared. The supplier's HCV Assessment report was ultimately deemed satisfactory.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
548,Hershey,21-02-001,In Progress - Investigation,2021-02,,2021-01,Malaysia,Pahang,Mighty Earth,LKPP Corporation Sdn Bhd - PKPP and PKNP,,,,"The grievance against LKPP Corporation Sdn Bhd involves allegations of deforestation and peatland development. Hershey contacted suppliers with connections to LKPP/PKPP to understand their engagement and address the need for a moratorium and NDPE policy. In response, PKPP issued a stop work order on all palm oil estates and committed to conserve forest within their landbank, while engagement with PKNP has been challenging due to separate management and COVID restrictions.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
549,Hershey,19-05-001,In Progress - Investigation,2019-05,,2020-06,Indonesia,Aceh,Rainforest Action Network (RAN),Leuser Ecosystem,,,,"RAN reported deforestation in Indonesia's Leuser Ecosystem, submitting grievances against 12 companies allegedly clearing forests for palm oil production. Hershey placed 'No Buys' on several companies including PT Indo Alam, PT Indo Sawit Perkasa, PT Laot Bangko, PT Kallista Alam, and PT Nia Yulided. Hershey suspended PT Surya Panen Subur II in November 2018 and PT Laot Bangko in June 2020.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
550,Hershey,20-9-002,Closed,2020-09,,2022-06,Indonesia,Aceh,Rainforest Action Network,PT Permata Hijau,,,,"PT Permata Hijau was reported by RAN for sourcing from suppliers who clear forests and peatland in the Leuser Ecosystem. Hershey issued ""No Buy"" orders for PT Permata Hijau, PT Kallista Alam, and PT SPS II between 2018-2020. Despite these actions, Hershey remained linked to PT Permata Hijau through Cargill, who reported completed action plans with the supplier while continuing to monitor their progress.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
551,Hershey,20-8-001,In Progress - Investigation,2020-08,,2021-09,Malaysia,,,IOI Corporation Bhd,,,,"A grievance was raised against IOI Corporation Bhd regarding labor rights violations at multiple estates. Allegations include worker exploitation, forced labor, illegal recruitment fees, and underpayment of workers at Mekassar, Gomali, and Segamat Estates. Hershey engaged with direct suppliers to investigate the allegations while monitoring IOI's grievance log, RSPO processes, and IOI's remediation efforts including reimbursement to affected workers. The U.S. Customs and Border Protection also initiated a probe into IOI over forced labor allegations.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
552,Hershey,20-7-002,Closed,2020-07,,2023-06,Malaysia,,Earthworm Foundation,Sime Darby Plantations Berhad,,,,"Liberty Shared submitted a petition to U.S. Customs and Border Protection alleging forced labor and child labor violations at Sime Darby Plantations Berhad. U.S. CBP issued a Withhold and Release Order in December 2020, leading suppliers to stop sourcing from Sime Darby. After investigations and operational changes, U.S. CBP modified the forced labor finding in February 2023, deeming it no longer necessary.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
553,Hershey,20-3-001,Closed,2020-03,,2020-07,Malaysia,,Mighty Earth,Samling Group,,,,"Mighty Earth reported deforestation by Samling Group in April 2020, leading Hershey to issue a 'No Buy' order. Multiple direct suppliers including Wilmar and Cargill suspended Samling Group from their supply chains. Re-entry into Hershey's supply chain requires Samling to demonstrate halted deforestation and compliance with Responsible Palm Oil Sourcing Policy.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
554,Hershey,20-5-001,In Progress - Investigation,2020-05,,2020-06,Indonesia,Aceh,Rainforest Action Network (RAN),Leuser Ecosystem,,,,Allegations of deforestation and peatland development were reported against Leuser Ecosystem suppliers PT Indo Alam and PT Indo Sawit Perkasa. Multiple mills were identified as at-risk for buying palm from these suppliers. Hershey placed 'No Buy' orders on the suppliers in June 2020 and suspended PT Laot Bangko while supporting engagement through Earthworm Foundation's Landscape program.,,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
555,Hershey,19-09-001,In Progress - Investigation,2019-09,,2020-06,Indonesia,Aceh,Rainforest Action Network (RAN),Leuser Ecosystem,,,,"The grievance against Leuser Ecosystem alleges deforestation and peatland development, specifically land clearing inside the protected Rawa Singkil Wildlife Reserve. Eleven mills were identified as being located near areas of illegal encroachment and lacking procedures to trace palm oil sources. Multiple companies responded to the allegations, with Cargill suspending PT Laot Bangko in September 2019 and Hershey following suit in June 2020.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
556,Hershey,20-3-002,Closed,2020-03,,2020-06,Indonesia,,Mighty Earth,Mulia Sawit Group,,,,"Mighty Earth reported deforestation by Mulia Sawit Group in April 2020, leading Hershey to issue a 'No Buy' order. Initially thought to be disconnected from Hershey's supply chain, a mill list later indicated possible connection through AAK. AAK subsequently confirmed Mulia Sawit Group was not in their supply chain.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
557,Hershey,19-11-002,In Progress - Investigation,2019-11,,2021-01,Indonesia,West Sumatra,Wilmar,Wilmar,,,,"Allegations of human rights and labor violations in Wilmar's supply chain in West Sumatra, Indonesia were reported by Forest Peoples Program in November 2019. Hershey monitored the grievance and acknowledged Wilmar's sustainability brief on fires in Indonesia. Hershey closed this case in January 2021 but continues to monitor Wilmar regarding fire and hot spots.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
558,Hershey,19-10-001,In Progress - Investigation,2019-10,,2020-06,Indonesia,Aceh,Rainforest Action Network (RAN),Leuser Ecosystem,,,,"Allegations of deforestation and peatland development in the Leuser Ecosystem were raised against PT Laot Bangko, which was reportedly supplying Conflict Palm Oil to PT Bumi Daya Agrotamas. Multiple companies including Fuji, Cargill, and Hershey took action in response to the grievance. Hershey suspended PT Laot Bangko in June 2020 after initially supporting engagement through Earthworm Foundation's Landscape program.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
559,Hershey,18-12-001,Closed,2018-12,,2024-01,Malaysia,,Roundtable on Sustainable Palm Oil (RSPO),Felda Global Ventures Holdings’,,,,"Allegations of human rights and labor issues led to RSPO suspending Felda Global Ventures Holdings' certification processes. Hershey suspended FGV in December 2018 and has maintained this suspension despite RSPO temporarily lifting it. FGV has been working with organizations like Fair Labor Association to improve labor practices and address issues that led to a U.S. Customs and Border Protection Withhold Release Order in September 2020. In January 2024, FGV reported reimbursing fees to workers as part of efforts to modify the WRO.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
560,Hershey,18-09-010,In Progress - Investigation,2018-09,,2022-08,Indonesia,,Greenpeace,Austindo Nusantara Jaya,,,,"ANJ faced allegations of deforestation and peatland development according to Greenpeace's ""Final Countdown"" report. The grievance claims ANJ failed to properly document new plantings on the RSPO website and didn't identify primary forest areas in their original HCV assessment. Several suppliers initially suspended ANJ, but later reinstated them after the company committed to a recovery plan and published progress reports.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
561,Hershey,18-09-007,Closed,2018-09,,2022-07,Indonesia,West Kalimantan,Greenpeace,Djarum/Hartono Plantations Indonesia (HPI-Agro),,,,"Greenpeace's ""Final Countdown"" report alleges Djarum/HPI Agro illegally cleared government protected peatland in West Kalimantan. Hershey notified suppliers of potential connections and confirmed HPI Agro had a moratorium in place since 2017. Additional concerns were raised by Chain Reaction Research and Aidenvironment regarding deforestation between 2013-2017. Hershey issued a ""No Buy"" order on Djarum in February 2022.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
562,Hershey,18-09-005,In Progress - Investigation,2018-09,,2021-05,Malaysia,,Greenpeace,Genting Plantations,,,,"Genting Plantations faced allegations of deforestation, peatland development, killing an orangutan, and illegal plantation development in Greenpeace's ""Final Countdown"" report. Chain Reaction Research identified Genting as having stranded land assets that risk violating NDPE policies. Hershey notified suppliers with potential connections to determine their position on the grievance and confirm sourcing relationships. Hershey emphasized the importance of Genting declaring its total land bank and development plans.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
563,Hershey,18-09-004,Closed,2018-09,,,Indonesia,,Greenpeace,Indonusa Group,,,,"Greenpeace's ""Final Countdown"" report alleges Indonusa Group lacks a public NDPE policy. The supplier is accused of deforestation and/or peatland development. Hershey placed a 'No Buy' order on Indonusa Group in September 2020.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
564,Hershey,18-09-003,In Progress - Investigation,2018-09,,2022-07,Malaysia,,Greenpeace,Lembaga Tabung Haji,,,,"Greenpeace's ""Final Countdown"" report alleges Lembaga Tabung Haji lacks a public NDPE policy and is involved in deforestation and peatland development. Hershey notified suppliers with potential connections to identify their position on the grievance. Hershey continues monitoring TH Plantations' progress through Wilmar, while Bunge suspended TH Plantations in 2018.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
565,Hershey,18-09-002,In Progress - Investigation,2018-09,,2020-10,Malaysia,Sabah,Greenpeace,NPC Resources,,,,Greenpeace and Mighty Earth reported that NPC Resources has no NDPE policy and is allegedly involved in deforestation and peatland development. Hershey notified suppliers with potential connections to identify their position on the grievance. Hershey is following up with Wilmar regarding NPC's progress on NDPE compliance and the status of PT SAS moratorium.,,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
566,Hershey,18-09-001,Closed,2018-09,,2022-07,Indonesia,,Greenpeace,Tunas Baru Lampung/Sungai Budi,,,,"Greenpeace alleged that Sungai Budi has no public NDPE policy, is underreporting landbank to RSPO, and is involved in deforestation and peatland development. Hershey placed a No Buy order on Tunas Baru Lampung/Sungai Budi in September 2020, and several direct suppliers confirmed suspension. Despite the no buy order, Hershey continued to be connected to the supplier through Bunge, Cargill and Fuji, though both Cargill and Bunge later confirmed the suspension remains in place.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
567,Hershey,22-07-003-1,Closed,2022-07,,2022-07,Indonesia,West Kalimantan,Mighty Earth,PT Khatulistiwa Agro Abadi: First Borneo Group,,,,Mighty Earth reported allegations of deforestation and peatland development against PT Khatulistiwa Agro Abadi (First Borneo Group) in Rapid Response report 40. Hershey reviewed its H2-21 mill list and determined it does not appear to have linkages to First Borneo Group. The grievance involves environmental concerns related to forest and peatland conversion.,,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
568,Hershey,22-07-003-2,Closed,2022-07,,2022-07,Indonesia,,Mighty Earth,PT Borneo International Anugerah: First Borneo Group,,,,"Mighty Earth reported allegations of deforestation and peatland development against PT Borneo International Anugerah (First Borneo Group) in Rapid Response report 40. As of July 2022, Hershey determined it had no supply chain linkages to First Borneo Group. The grievance involved environmental concerns related to forest and peatland conversion.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
569,Hershey,22-07-002,Closed,2022-07,,2022-07,Indonesia,,Chain Reaction Research,PT Pradiksi Gunatama: Jhonlin Group,,,,"A grievance was raised against PT Pradiksi Gunatama (Jhonlin Group) for alleged deforestation and peatland development. Chain Reaction Research's article raised concerns over the group's linkage to land clearing. Hershey confirmed their supplier Bunge had suspended Jhonlin Group for over 1.5 years, with no associated mills entering Bunge's supply chain.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
570,Hershey,22-03-001,Closed,2022-03,,2022-09,Indonesia,,Robeco,PT Prasetya Mitra Muda (Block Ii): Jalemo,,,,"PT Prasetya Mitra Muda (Block II): Jalemo was reported for deforestation and peatland development in a Satelligence report shared by Robeco. Hershey may be connected to Jalemo through several suppliers from their H1-21 mill list, and clearance of 76.6ha in Q4-21 was confirmed with Earthworm Foundation support. Hershey reached out to direct suppliers to investigate, but in September 2022 they considered the case closed due to lack of additional details.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
571,Hershey,21-12-001,Closed,2021-12,,2022-01,Indonesia,,Aid Environment,Sampoerna,,,,Deforestation allegations were made against Sampoerna Group's timber arm as reported by AidEnvironment. The grievance involves deforestation and/or peatland development. Hershey encouraged expansion of NDPE policies to apply at the group level and across commodities. Direct suppliers deemed the case ineligible according to their NDPE policies for palm and would not investigate further.,,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
572,Hershey,21-02-003,Closed,2021-02,,2022-02,Malaysia,Johor,Mighty Earth,YPJ Plantations Sdn Bhd: Yayasan Pelajaran Johor,,,,"The grievance against YPJ Plantations alleges deforestation and peatland development. Hershey contacted direct suppliers AAK, Bunge, Cargill and Wilmar to understand their engagement with YPJ. Mewah was engaging with YPJ to identify land clearing and NDPE violations, while Wilmar indicated most clearing occurred prior to 2019 and YPJ developed an NDPE policy after the case was raised. Hershey closed the case in February 2022 as they were no longer connected to YPJ through their mill list.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
573,Hershey,20-9-001,Closed,2020-09,,2021-06,Indonesia,,Rainforest Action Network (RAN),PT Syaukath Sejahtera,,,,"A grievance was raised against PT Syaukath Sejahtera for allegedly purchasing FFB from PT Tualang Raya which cleared over 269 hectares of forest since January 2018. PT Syaukath Sejahtera stopped purchasing from PT Tualang Raya in September 2020 and committed to sourcing FFB from areas free from deforestation, peatland development and fires. PT Tualang Raya later committed to stop land clearing, adopt a No Deforestation policy, and protect remaining forests.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
574,Hershey,20-8-002,Closed,2020-08,,2020-11,Indonesia,Aceh,Rainforest Action Network (RAN),PT Teupin Lada,,,,"PT Teupin Lada was alleged to be purchasing FFB from PT Indo Alam who was deforesting the Leuser ecosystem. Hershey issued a 'No buy' order for PT Indo Alam in June 2020. According to Wilmar, PT Teupin Lada ceased sourcing from PT Indo Alam as of August 25, 2020 and confirmed they are not sourcing from high-risk plantations. Hershey closed the grievance after PT Teupin Lada stopped the illegal sourcing.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
575,Hershey,20-5-004,Submitted,2020-05,,2023-06,Indonesia,Riau,AAK; Mongabay,AAK,,,,AAK was accused of sourcing palm oil from Tesso Nilo Nature Reserve in Indonesia where deforestation occurred. AAK proactively informed Hershey about these allegations and engaged with suppliers linked to the mills in question. The case was initially closed in May 2021 but reopened in June 2023 following a Mongabay article reporting increased deforestation in the reserve.,,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
576,Hershey,20-2-001,Closed,2020-02,,2020-05,Indonesia,,Mighty Earth,Kahayan Agro (Anglo Eastern Plantation),,,,"Kahayan Agro is accused of clearing High Carbon Stock Forest without following proper HCSA Steering Group peer review protocols. Hershey engaged with suppliers connected to Anglo Eastern Plantation to request a stop work order for the disputed area. Cargill and AAK are working with their direct suppliers to engage HCSA, AEP and Mighty Earth on a resolution. As of May 2020, PT Kahayan Agro issued a stop work order for the disputed area while the HCSA peer review process is addressed.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
577,Hershey,19-11-001,Closed,2019-11,,2021-01,Indonesia,,Wilmar,Wilmar,,,,"The grievance against Wilmar, a supplier connected to Hershey, involves allegations of deforestation and fires in Indonesia as reported by Greenpeace. Wilmar responded with a sustainability brief on the fires in Indonesia, which Hershey acknowledged. Hershey closed this case in January 2021 but will continue to monitor Wilmar regarding fire and hot spots.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
578,Hershey,18-09-009,Closed,2018-09,,2021-03,Indonesia,,Greenpeace,Bumitama Agri,,,,"Greenpeace's report alleges Bumitama Agri engaged in ""concession laundering"" to hide deforestation and circumvent RSPO rules. The supplier was accused of clearing 11,100 hectares of forest without proper assessments between 2005-2018. Bumitama released a statement in 2018 and was engaged by indirect supplier GAR. The allegations involve elaborate transfer-of-ownership schemes to evade regulations.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
579,Hershey,18-09-008,Closed,2018-09,,2022-06,Indonesia,,Greenpeace,Central Cipta Murdaya & Hardaya Inti Plantations,,,,"The grievance against Central Cipta Murdaya & Hardaya Inti Plantations alleges deforestation and peatland development, noting the lack of a NDPE policy. Hershey notified suppliers to identify their position on the grievance and confirm sourcing relationships. Direct suppliers indicated PT HIP committed to a moratorium on land clearing in 2017 and engaged with AidEnvironment on developing capacity to comply with NDPE requirements. As of June 2022, the supplier is undertaking an HCV/HCSA assessment and working with Aidenvironment on sustainability policy and NDPE SOPs.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
580,Hershey,18-09-006,Closed,2018-09,,2022-02,Indonesia,,Greenpeace,Gama Plantation/ KPN Corporation,,,,"Greenpeace's ""Final Countdown"" report and Mighty Earth allege deforestation in Gama Plantation/KPN Corporation's concessions. Hershey notified direct suppliers about the allegations in September 2020. Hershey closed the case in February 2022 as there was no longer an indirect connection to Gama/KPN.",,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/responsible-sourcing/palm-oil-sourcing/The%20Hershey%20Company%27s%20Palm%20Oil%20Grievance%20Log.pdf,
581,Reckitt,6.15,In Progress - Investigation,11/28/2022,,2023,Indonesia,North Kalimantan,Forest Peoples Programme (FPP),Fangiono Agro Plantation (FAP Agri),,,,"This grievance involves PT Karangjuang Hijau Lestari (PT KHL) and PT Bulungan Hijau Perkasa (PT BHP), subsidiaries of FAP Agri Plantation company in North Kalimantan, Indonesia. They are accused of community intimidation and land seizure, impacting community land rights. Local authorities facilitated discussions between communities regarding these allegations at the end of 2023, and there is ongoing tracking of actions through direct suppliers.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
582,Reckitt,6.8,In Progress - Investigation,9/3/2021,,,Indonesia,,Earthworm Foundation,First Resources (FR); Sulaidy,,,,"A grievance was filed against First Resources (FR) Sulaidy regarding deforestation around the KAL mill in Indonesia. Starling has recorded over 18,000 hectares of deforestation within 20km of the mill since January 2016, primarily in plantations allegedly owned by Sulaidy. The complainant, Earthworm Foundation, claims these Sulaidy concessions are closer to the mill than other plantations included in the mill's traceability data.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
583,Reckitt,17.4,In Progress - Investigation,8/30/2020,,,Malaysia,,Grant & Eisenhofer; U.S. Customs and Border Protection (CBP),Felda Global Ventures (FGV),,,,"The grievance concerns exploitation of workers by Felda Global Ventures (FGV) in Malaysia. Following an investigation by US Customs and Border Protection (CBP), which found numerous labor abuses including forced labor indicators, a Withhold Release Order was imposed banning FGV products from the US. FGV has since commissioned assessments and launched a remediation process for workers relating to recruitment fees.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
584,Reckitt,20.4,Closed,3/1/2022,,2023,Indonesia,Sulawesi,Southeast Asia Globe; Mighty Earth; Friends of the Earth U.S.,Astra Agro Lestari,,Astra Intl. Group; Jardine Matheson Group,,"The grievance alleges that Astra Agro Lestari (AAL) failed to obtain Free, Prior and Informed Consent (FPIC) for developing its concessions in Indonesia. Several subsidiaries are accused of land rights violations including operating without proper certificates, forced land acquisitions, and operating in protected forest zones. Reckitt has excluded palm from AAL's Sulawesi operations from its supply chains while monitoring the situation.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
585,Reckitt,39.3,In Progress - Investigation,6/25/2021,,,Malaysia,,Reuters,IOI Corp Bhd,,,,"A grievance was submitted to US Customs and Border Protection alleging forced labor against IOI Corp Bhd in Malaysia. The letter submitted by Andy Hall specifically mentioned irregular recruitment fees for Bangladeshi workers. IOI conducted an internal audit and claimed they found no indication of forced labor, but the case remains under monitoring.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
586,Reckitt,39.4,Closed,1/6/2021,,,Malaysia,,Finnwatch,IOI Corp Bhd,,,,"A grievance was filed against IOI Corp Bhd's Mekassar estate in Malaysia, alleging unacceptable living conditions and failure to meet expected working standards. The complaint was raised by Finnwatch and submitted to the RSPO. The case has been closed.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
587,Reckitt,100.3,In Progress - Investigation,2022-11,,,Guatemala,,National Council of Displaced Guatemalans (CONDEG),Industrial Chiquibui,,,,"A grievance has been filed against Industrial Chiquibui in Guatemala by the National Council of Displaced Guatemalans (CONDEG). The concerns include allegations of forced labor and wage payment issues, which were raised in a public letter to the Guatemalan government in 2020. Reckitt is currently engaged with the supplier regarding an appropriate response to these allegations.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
588,Reckitt,135.1,In Progress - Investigation,1/7/2020,,,Indonesia,,Mighty Earth,Widya Corporation (MIP),,,,"Mighty Earth reported that Widya Corporation's PT MIP was involved in over 2,000 hectares of deforestation between May 2018-January 2020, despite claims of completed HCS and HCV assessments. The assessments did not follow correct processes and were not available for scrutiny. The HCV assessment was finally submitted for peer review in September 2020, but not the HCS report, and by the end of 2020, the concession was completely cleared.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
