BOW_Word,BOW_Frequency,TFIDF_Word,TFIDF_Score
affect,2,consecutive,1.400515187976253
streams,2,remitted,1.400515187976253
ceases,2,documented,1.3990998757207174
affairs,2,trucks,1.3983794206651372
changed,2,aimed,1.3980568994876181
accidents,2,cattle,1.3955177721202194
accompanied,2,infringed,1.3955177721202194
sufficiently,2,conciliation,1.3955177721202194
killing,2,firebreak,1.3955177721202194
nia,2,mr,1.3950567279716333
nigeria,2,bipartite,1.3941633758422691
indomas,2,bound,1.3919963313374306
kinabalu,2,petition,1.3887609445879316
nature,2,initial,1.3876385486909129
navas,2,agrinusa,1.3853330367767986
mutiara,2,gama,1.3853330367767986
indicative,2,ignored,1.3819660477864297
study,2,csr,1.381077997893718
injured,2,telada,1.379438345571044
initiated,2,ana,1.379438345571044
initial,2,ltt,1.379438345571044
sikarakara,2,aal,1.379438345571044
needs,2,gsbi,1.377119409090825
neglected,2,european,1.377119409090825
replaced,2,sbpks,1.377119409090825
added,2,indomas,1.3766759741168528
ndash,2,buffer,1.3747639770242803
petapahan,2,sending,1.3737468906920665
petition,2,lonsum,1.3732792873354995
amnl,2,rehired,1.3712532083522375
load,2,start,1.3691509912832127
ammonium,2,private,1.3657928109364599
commodity,2,concerned,1.3623592040191652
like,2,associated,1.3607985767673838
producer,2,kesehatan,1.3555132397092826
produced,2,healthcare,1.3555132397092826
eye,2,enam,1.3533893206837413
batu,2,padasa,1.3533893206837413
2024,2,prohibiting,1.3512980725510304
extent,2,visit,1.351119045938447
extensive,2,allocated,1.3498581820061797
bono,2,hsa,1.3472745046969663
processes,2,obtain,1.3455254526365965
ecological,2,purportedly,1.345052511850286
sa,2,punishment,1.345052511850286
2005,2,commensurate,1.345052511850286
proposal,2,labelling,1.3443183580593847
bought,2,ceases,1.3443183580593847
body,2,contains,1.3443183580593847
every,2,irrigation,1.3440072579052293
pipit,2,evicted,1.3440072579052293
evaluation,2,revolve,1.3440072579052293
listing,2,elements,1.3440072579052293
wattie,2,1600,1.343718272493361
expected,2,kalimantans,1.343718272493361
pkpp,2,25april,1.343718272493361
ways,2,shallow,1.343718272493361
allocate,2,bpn,1.3430806734715652
expand,2,fundamental,1.3426968818771898
amp,2,abducted,1.3426033661701227
exist,2,khlk,1.3426033661701227
placing,2,apsl,1.3426033661701227
private,2,hostage,1.3426033661701227
perusahaan,2,producer,1.341823811745479
live,2,weaken,1.3407710971201083
exclusion,2,prosecution,1.3407710971201083
santa,2,lay,1.3407710971201083
pesticides,2,contracts,1.3407710971201083
exposed,2,infringement,1.3407710971201083
santoso,2,monthly,1.340729683367472
pkwtt,2,applicable,1.3407081960680645
secure,2,met,1.3398828029511627
malay,2,rendered,1.3390110393406203
peraturan,2,active,1.3388338679646594
perception,2,manner,1.3385609572275454
andalas,2,exploited,1.336518913508679
families,2,3rd,1.336518913508679
making,2,bulletin,1.336518913508679
makes,2,taa,1.336518913508679
false,2,alert,1.336518913508679
pergulaan,2,damaging,1.3347151278446874
bipartite,2,boundary,1.3339505340856266
sdi,2,izin,1.3339468201292721
liquid,2,cultivate,1.3339468201292721
feed,2,kotawaringin,1.3335036387876729
federal,2,2008,1.3335036387876729
fdb,2,unjustified,1.3328999039611769
variety,2,negotiate,1.3286668501828856
dusun,2,begun,1.3286668501828856
dust,2,informedconsent,1.3286668501828856
vegetation,2,expropriation,1.3286668501828856
peer,2,appeal,1.3278164432439248
validity,2,trumon,1.3263039109712176
confirmed,2,tamiang,1.3263039109712176
lumpur,2,occurring,1.3263039109712176
promoted,2,priority,1.3263039109712176
visit,2,problem,1.3263039109712176
persisted,2,metres,1.3245829949544339
mamuang,2,cess,1.3245736124143976
void,2,survey,1.3245736124143976
verify,2,grand,1.3245736124143976
extend,2,objecting,1.3245736124143976
promised,2,county,1.3245736124143976
perspective,2,bassa,1.3245736124143976
falling,2,stop,1.3238497677989614
victim,2,assessor,1.323463428394866
victims,2,companys,1.3232117735225444
view,2,lead,1.322548012121533
villager,2,resumed,1.320848988096576
fair,2,saying,1.3203947361709338
conflicts,2,ppe,1.3192661903575684
failing,2,hectare,1.3173573403331214
utilization,2,indirectly,1.316921224724854
facility,2,shortening,1.31646509580147
facilitated,2,pacific,1.31646509580147
personal,2,clarified,1.31646509580147
betweensustainable,2,western,1.31646509580147
betahita,2,oils,1.31646509580147
biased,2,wpo,1.31646509580147
beside,2,mb,1.31646509580147
bidco,2,bakrie,1.31626510201845
energi,2,115,1.31626510201845
bilah,2,purpose,1.3153457746818684
endangered,2,sell,1.3153168221336053
bersaudara,2,livelihood,1.313602983215785
encroachment,2,biru,1.311540815544453
sawita,2,overlapping,1.311540815544453
bintuni,2,advice,1.311540815544453
enclaved,2,closed,1.309360116674218
luhak,2,q1,1.3063418588031697
entered,2,kpj,1.3057938274943106
berau,2,proposal,1.3052300802200905
wide,2,absent,1.3030523843111563
beringin,2,iterpa,1.3023779283424566
points,2,prevention,1.302066770778782
poisoned,2,defenders,1.299458026674406
enough,2,financial,1.2989508449977203
sambas,2,riparian,1.2986029856130585
salim,2,evaluation,1.297882384903486
committed,2,upheld,1.2974779891499613
15th,2,withdrawn,1.2974779891499613
wrongful,2,withdrawal,1.2974779891499613
satisfactory,2,massive,1.2972071303409034
170,2,1999,1.2967901265600317
lowlands,2,nyoto,1.295771640085963
positive,2,santoso,1.295771640085963
workshop,2,karya,1.2957269248114494
worst,2,agra,1.2947895353614587
beyond,2,batu,1.293221899846563
ls,2,load,1.2927165351216017
post,2,till,1.2919682872434708
worked,2,generated,1.2919682872434708
yulided,2,80,1.2919682872434708
potentially,2,ratio,1.2919682872434708
www,2,flow,1.2917874640550417
beginning,2,lawsuit,1.2913921293447086
lsquo,2,zones,1.2913921293447086
low,2,regenerating,1.2909496475663513
plot,2,committed,1.290351646939258
pn,2,ratification,1.290113971303075
lpf,2,gis,1.290113971303075
entities,2,remaining,1.2892583058587381
200,2,informing,1.289015508225628
2000,2,arbitrary,1.289015508225628
2002,2,batang,1.288883373452496
com,2,draft,1.282290697223361
schemes,2,course,1.2791760866699322
colombian,2,casino,1.2780881840666538
bld,2,montes,1.2778268194344085
esias,2,bunches,1.2768003557172254
wellbeing,2,php,1.2725088994320668
enormous,2,php1,1.2725088994320668
blocked,2,1997,1.2701389411737816
excluded,2,butaw,1.268907321128258
excessive,2,broker,1.2648272310576134
collingwood,2,cv,1.2648272310576134
lonsum,2,variety,1.2635455023951598
whether,2,equipped,1.261693177561849
sanjung,2,kubu,1.2611747715791544
says,2,rk,1.2611747715791544
watered,2,deras,1.2611747715791544
saying,2,rezeki,1.2611747715791544
below,2,arus,1.2611747715791544
logged,2,price,1.2611382025255793
enhanced,2,triggered,1.2604060390379899
policy,2,costa,1.2585234274054602
polluted,2,plants,1.2580153032023351
equipped,2,granted,1.257280476758969
withheld,2,deemed,1.2558881760991523
withholding,2,seek,1.2517791070392263
pricing,2,guinea,1.251198588492384
mahkota,2,bhdis,1.251198588492384
previously,2,kepong,1.251198588492384
entitled,2,bay,1.251198588492384
sanggau,2,implementing,1.250470724084471
magdalena,2,concrete,1.249869612650584
enau,2,young,1.2458805541550324
enable,2,berau,1.244695226898882
1997,2,karetindo,1.244695226898882
1999,2,medcopapua,1.2445927355104285
mados,2,221,1.2445927355104285
employee,2,appear,1.2445927355104285
pinang,2,mphs,1.2445927355104285
employed,2,397,1.2445927355104285
bas,2,respect,1.2432407375299988
eighteen,2,announced,1.2415020325168125
500,2,salim,1.2415006130335478
documented,2,kingdom,1.2394081417940028
built,2,failing,1.2364138682348775
martabe,2,daya,1.233626498046788
awaiting,2,wirata,1.233626498046788
bunches,2,recruitment,1.2328335627047193
form,2,allege,1.2326650197448599
avoided,2,bono,1.2326650197448599
avoid,2,sa,1.2326650197448599
publishing,2,transparently,1.2326650197448599
legality,2,tica,1.2326650197448599
590,2,low,1.231081222314973
fr,2,legality,1.229739130744621
q4,2,month,1.2290663906595825
seng,2,statement,1.2282713000477352
q1,2,2005,1.2282478712052076
trespassing,2,cash,1.2258199104002803
sabung,2,erasakti,1.2258199104002803
triggered,2,forestama,1.2258199104002803
sacred,2,publshied,1.2258199104002803
layoffs,2,muaro,1.2258199104002803
fraud,2,23rd,1.2258199104002803
legally,2,wira,1.2258199104002803
allocated,2,resigning,1.2241225947761722
panduhup,2,ud,1.2240032246699362
auditors,2,consist,1.2221369276667622
unfair,2,plantido,1.2221369276667622
seen,2,happened,1.2221369276667622
tuk,2,buana,1.2206350921221605
tunas,2,transfer,1.2186201369141145
seek,2,contested,1.2185118874339709
bad,2,affiliated,1.214365296442624
alva,2,suspension,1.2111121417418502
although,2,campaign,1.2080530425354692
formed,2,bought,1.2076745843768961
owns,2,bybumi,1.206270721785078
uchunya,2,gading,1.206270721785078
ud,2,deer,1.2055532516351906
lembaga,2,raw,1.2039970266640607
ulu,2,entering,1.2039970266640607
downloaded,2,settlement,1.1983799615287591
dont,2,perusahaan,1.1977951455724252
manage,2,peraturan,1.1977951455724252
baba,2,enhance,1.1975583530805503
overlaps,2,acquiring,1.1951830728264206
led,2,trapped,1.1929396965614354
overtime,2,nas,1.1929396965614354
lamandau,2,clerance,1.1929396965614354
give,2,gpm,1.1929396965614354
gis,2,serasih,1.1929396965614354
ghana,2,primatama,1.1929396965614354
get,2,concerning,1.1929396965614354
ovre,2,ae,1.1929396965614354
lampung,2,energitama,1.1929396965614354
pak,2,federal,1.188616093621789
74,2,berkala,1.1869035698983903
assessors,2,jju,1.1869035698983903
78,2,slr,1.1869035698983903
dismissals,2,jadi,1.1869035698983903
dishut,2,yiari,1.1824878200252338
discussions,2,determine,1.1817969731612217
contact,2,operates,1.180923419155853
contacts,2,owns,1.180923419155853
organize,2,neglected,1.1800414532212773
gss,2,confirmed,1.1794262217692402
70,2,board,1.1766786645181513
trust,2,check,1.1745495390926932
le,2,auriga,1.1745495390926932
distributed,2,betahita,1.1745495390926932
distinction,2,potentially,1.1741152302776297
tualang,2,liquid,1.173839304103114
transfer,2,killing,1.1725108370379573
palem,2,legally,1.1724108222592995
lead,2,eaten,1.1722469408798988
disputes,2,invaded,1.1721841520678007
fulfill,2,depriving,1.1721841520678007
ganda,2,farmland,1.1721841520678007
purpose,2,injunctions,1.1721841520678007
transparently,2,properties,1.1721841520678007
transport,2,jetty,1.1709814363710718
gelombang,2,reclamation,1.1709814363710718
allege,2,berenga,1.1709814363710718
maria,2,corridors,1.1709814363710718
gathering,2,connecting,1.1709814363710718
gas,2,anddevelopment,1.1709814363710718
sae,2,tempadung,1.1709814363710718
closed,2,floor,1.1709814363710718
fuelling,2,representatives,1.170785107646346
foods,2,transport,1.1690328055683628
selaras,2,shown,1.1689042762986894
barisan,2,monitor,1.1682278200974283
42,2,tegas,1.1674758338682523
manner,2,ndash,1.1674758338682523
self,2,arrest,1.16688016101105
pts,2,contractors,1.1644483793388898
37,2,waterways,1.1644483793388898
44,2,populations,1.1644483793388898
broker,2,hazards,1.1644483793388898
protecting,2,decline,1.1644483793388898
sell,2,irregularities,1.1636087878229575
brought,2,sima,1.161963685344548
protesting,2,floods,1.161963685344548
protocol,2,yerisiam,1.161963685344548
bns,2,sagu,1.161963685344548
consider,2,holder,1.160492827844045
upon,2,directive,1.1603055311640333
urban,2,attached,1.1603055311640333
fertilizers,2,contents,1.1603055311640333
updates,2,clarification,1.1603055311640333
bangun,2,amp,1.1590886556930415
patrolling,2,peer,1.1590886556930415
paying,2,bss,1.1575479962122528
draft,2,kpi,1.1564853333562273
five,2,kdk,1.1564853333562273
pasifik,2,segar,1.1564853333562273
segar,2,hrj,1.1564853333562273
paz,2,palem,1.1564853333562273
firefighting,2,rj,1.1564853333562273
liability,2,remain,1.1554484353060788
41,2,comments,1.153234358356263
consistent,2,original,1.153234358356263
seia,2,commissioned,1.153234358356263
pundi,2,resolved,1.153234358356263
bathing,2,restricting,1.1528760091840449
origin,2,awaiting,1.1465990039289635
batang,2,suspend,1.1431215267979953
list,2,hcvfs,1.139884744463915
left,2,hutan,1.139884744463915
effective,2,bw,1.139884744463915
life,2,encroached,1.139884744463915
purchasing,2,putting,1.139884744463915
levels,2,digging,1.139884744463915
maintained,2,drainage,1.139884744463915
particularly,2,perdanatrada,1.139884744463915
allocation,2,canals,1.139884744463915
provisions,2,langgeng,1.139884744463915
buana,2,clarify,1.139884744463915
protocols,2,ecological,1.1395357798115875
manages,2,designated,1.1384908351447214
ecosystems,2,oleochemical,1.1384908351447214
unlawful,2,comapnies,1.1365989209441225
united,2,rule,1.1359442797403272
pump,2,2009,1.1359442797403272
disturbing,2,hayel,1.1359442797403272
bss,2,separate,1.1359442797403272
alone,2,anam,1.1359442797403272
alonso,2,saeed,1.1359442797403272
unjustified,2,6th,1.1359442797403272
almost,2,excessive,1.1342194775829955
andc,1,regulation,1.1326527214606568
root,1,replaced,1.130188503001963
sal,1,told,1.1295052546316586
andika,1,numerous,1.1283992956653413
rotation,1,navas,1.1273863239317636
robin,1,regardless,1.1273863239317636
retired,1,aceites,1.1273863239317636
roda,1,collecting,1.1273863239317636
andalanhas,1,alva,1.1273863239317636
saeed,1,services,1.1263618525596577
sama,1,demanded,1.1241110055114225
sakabulin,1,hasil,1.1240712549665164
saham,1,promised,1.1240712549665164
revealed,1,input,1.1224790935347249
rrdc,1,arjuna,1.1223261006901972
revise,1,aus,1.1223261006901972
saksti,1,99,1.1223261006901972
sagu,1,coordinated,1.1176592664789355
andd,1,soon,1.1176592664789355
anddevelopment,1,mekar,1.1176592664789355
sanitation,1,aside,1.1157176092355683
rwsr,1,tenure,1.1157176092355683
rspocertification,1,cuc,1.1142632326967679
rice,1,downloaded,1.114184516411599
rican,1,operational,1.1141663181601316
rural,1,netherlands,1.1136159171228919
anda,1,usa,1.1136159171228919
and7,1,disregard,1.1136159171228919
rspomember,1,behaviour,1.1136159171228919
anyone,1,institute,1.1136159171228919
sale,1,reform,1.1136159171228919
riverbank,1,permission,1.1120744040855388
annual,1,sertifikat,1.1120744040855388
ans,1,shm,1.1120744040855388
rubbish,1,isalleged,1.1120744040855388
rule,1,milik,1.1120744040855388
antang,1,longer,1.1068607785145228
ruled,1,enclaved,1.1058459016326427
ruling,1,subject,1.105219324841992
sans,1,certifications,1.1021571146047164
answer,1,bank,1.1020440447599014
runding,1,deductions,1.1014385306491339
antitrust,1,cookie,1.1007913714795363
risks,1,dying,1.1007913714795363
andpromotes,1,foe,1.1007913714795363
sandabi,1,similar,1.1007913714795363
roundtable,1,decemebr,1.098370532740047
rimbunan,1,tana,1.098370532740047
routes,1,tidung,1.098370532740047
rim,1,bulungan,1.098370532740047
rightful,1,wattie,1.0964108820801262
rhs,1,ja,1.0964108820801262
ria,1,manages,1.0964108820801262
rspoas,1,kud,1.0897265091241575
rica,1,repayment,1.0897265091241575
andy,1,shot,1.0897265091241575
roadside,1,ibu,1.0897265091241575
anggara,1,yusniarhas,1.0897265091241575
amazon,1,terms,1.0897265091241575
amanah,1,compensated,1.0897265091241575
anky,1,supported,1.0894399970903286
sanitary,1,comprehensive,1.0888805723343975
roads,1,ibiae,1.0871646217976636
rk,1,rrdc,1.0871646217976636
angin,1,173,1.0871646217976636
rich,1,subsequent,1.0871646217976636
auditor,1,biase,1.0871646217976636
publshied,1,calaro,1.0871646217976636
pulau,1,declare,1.083983608449389
pulp,1,pesticides,1.0824453597849208
punishment,1,protocol,1.0820292981173028
purchases,1,publishing,1.0820292981173028
provision,1,lsquo,1.0820292981173028
proxy,1,bsg,1.0820015052465966
psa,1,ksa,1.0820015052465966
psj,1,sama,1.080538755497872
psm,1,notorious,1.080538755497872
ptnubikajaya,1,tainted,1.080538755497872
propose,1,destroyer,1.080538755497872
sales,1,came,1.078566564377316
prosecution,1,fapa,1.0774808645040084
bal,1,sulaidy,1.0774808645040084
balance,1,chasing,1.0774808645040084
ban,1,anky,1.0774808645040084
bangko,1,shadows,1.0774808645040084
banks,1,caa,1.0774808645040084
barat,1,gecko,1.0774808645040084
bargaining,1,ciliandry,1.0774808645040084
autonomous,1,fap,1.0774808645040084
avail,1,effective,1.0763490738048396
availability,1,night,1.074519078043128
protective,1,asi,1.0744130627672424
provident,1,reserves,1.0739257230686938
prohibits,1,subsistence,1.0736343531895487
proprietors,1,instead,1.0725717233271705
questioning,1,ijin,1.0704050971930144
questions,1,hired,1.0686299280863238
aus,1,sekawan,1.0683446781372234
austral,1,socialize,1.0683446781372234
australia,1,prohibits,1.0683446781372234
australian,1,andc,1.0683446781372234
autarchy,1,ofemployment,1.0683446781372234
authority,1,false,1.0683138862379615
assist,1,ksi,1.068114095581124
racp,1,kerry,1.068114095581124
raided,1,rhs,1.068114095581124
raison,1,bal,1.068114095581124
rakes,1,bga,1.068114095581124
ranapproximately,1,saksti,1.068114095581124
bahagia,1,stp,1.068114095581124
purportedly,1,gunajaya,1.068114095581124
purposes,1,titian,1.068114095581124
pushed,1,containing,1.067478286348216
putera,1,dust,1.0669549562344296
puting,1,persisted,1.0641097341161458
putting,1,include,1.0640998604486478
q3,1,ordered,1.0631192844321729
ql,1,timeline,1.061506224271497
quantities,1,starvation,1.061506224271497
award,1,leading,1.061506224271497
awarding,1,primates,1.061506224271497
aware,1,acting,1.0602568304385056
away,1,city,1.0517039511580633
awkward,1,rare,1.051082423472383
range,1,exist,1.051082423472383
prerequisite,1,maintained,1.051082423472383
behaviour,1,enhanced,1.051082423472383
bellacruz,1,seia,1.0478764826564504
belonged,1,animals,1.0447119375468366
belonging,1,endemic,1.0447119375468366
beneficiaries,1,profit,1.0430389816411758
benefited,1,perform,1.0430389816411758
bengkarai,1,embezzled,1.0430389816411758
barus,1,sales,1.0430389816411758
pressure,1,starting,1.0430389816411758
prevent,1,dealt,1.0426846808823511
preventing,1,sambas,1.0426846808823511
preventionsystem,1,sabung,1.0426846808823511
prolonged,1,sufficiently,1.0426846808823511
practicing,1,beringin,1.0426846808823511
practising,1,options,1.0426846808823511
berkala,1,urban,1.0426846808823511
berkat,1,exclusion,1.0426846808823511
besar,1,announcement,1.0426846808823511
begahak,1,affect,1.0426846808823511
began,1,enau,1.0413770372117201
begun,1,murdaya,1.041142807223594
prafi,1,handles,1.041142807223594
prakarsa,1,hip,1.041142807223594
pramitama,1,ccm,1.041142807223594
preach,1,maria,1.0410772007563571
premise,1,electricity,1.0376572218541804
prepare,1,implemented,1.0362561531795655
prices,1,invited,1.0355727233307102
bassa,1,zain,1.0314253384529808
bay,1,passports,1.0314253384529808
bayu,1,mahmood,1.0314253384529808
beaffiliated,1,syed,1.0314253384529808
bear,1,employers,1.0314253384529808
became,1,wsj,1.0314253384529808
beds,1,26of,1.0314253384529808
bahari,1,al,1.0314253384529808
bailout,1,provisions,1.030725181731104
baja,1,mutual,1.0300522602046625
bakrie,1,phrased,1.0300522602046625
promises,1,calculation,1.0300522602046625
promptly,1,expectation,1.0300522602046625
properties,1,asked,1.0287858572718698
preparing,1,prerequisite,1.0282748189971178
procurement,1,technically,1.0282748189971178
produce,1,described,1.0282748189971178
productive,1,amdal,1.0282748189971178
profit,1,disposal,1.0279485593166213
profitable,1,reveals,1.02128894481448
program,1,relationship,1.0200766797421859
prohibited,1,arum,1.0197534375793649
primatama,1,160,1.0197534375793649
primates,1,groupi,1.0197534375793649
prinsip,1,ans,1.0197534375793649
priority,1,sawindo,1.0197534375793649
privileges,1,setyo,1.0197534375793649
problem,1,intimidated,1.0193291985126172
proceeded,1,protecting,1.0167402573487725
proposals,1,avoid,1.0154280643444076
arbitrary,1,says,1.014610917883506
are,1,subsidy,1.0084623908786743
argument,1,arrested,1.0084623908786743
arjuna,1,unreasonable,1.0084623908786743
armed,1,fails,1.0079420276975821
ap,1,create,1.0077862878738226
apetitionagainst,1,gusti,1.0046978671375695
apparently,1,gelombang,1.0046978671375695
requirement,1,nature,1.002262721231379
requires,1,lokasi,1.0001277290907546
resentment,1,340,0.9998132652851663
rental,1,390,0.9998132652851663
repayment,1,wanalestari,0.9998132652851663
queried,1,anda,0.9998132652851663
replacement,1,beaffiliated,0.9998132652851663
replant,1,teguhkarsa,0.9998132652851663
replied,1,unggul,0.9998132652851663
reply,1,522,0.9993543050283065
representation,1,dpl,0.9993543050283065
relocation,1,dua,0.9993543050283065
rely,1,confilct,0.9993543050283065
arrival,1,2686,0.9993543050283065
arta,1,pepsico,0.9975620652163254
article2,1,org,0.9975620652163254
arum,1,hidden,0.9975620652163254
arus,1,london,0.9975620652163254
asam,1,interviews,0.9975620652163254
remarksownership,1,assessors,0.9967153896107936
repeatedly,1,extractora,0.995119868456453
revolve,1,tarung,0.9879541652747083
rezeki,1,cs,0.9879541652747083
rheinland,1,110,0.9879541652747083
appear,1,sukarsih,0.9879541652747083
appeared,1,berkat,0.9879541652747083
applied,1,1099,0.9879541652747083
appoint,1,masyarakat,0.9879541652747083
appointment,1,secure,0.9879457687904198
apporoximately,1,apetitionagainst,0.9878187520402473
animal,1,urged,0.9878187520402473
animals,1,kong,0.9878187520402473
anj,1,ahong,0.9878187520402473
ankle,1,ban,0.9878187520402473
respose,1,liberty,0.9878187520402473
arahan,1,border,0.9878187520402473
restricted,1,trafficking,0.9878187520402473
restrictions,1,petitionfiled,0.9878187520402473
restrictive,1,imports,0.9878187520402473
retaliation,1,customs,0.9878187520402473
resignation,1,firm,0.9878187520402473
resolved,1,user,0.9864358989877221
resolvedand,1,suspended,0.9856749714200455
respecting,1,respecting,0.9856734577446914
representing,1,completion,0.9856734577446914
reprisals,1,organisations,0.9856734577446914
apsl,1,harvesting,0.9844622817074451
ar,1,jatim,0.9840342909071905
ar12,1,validity,0.9821548181215957
ara,1,marked,0.9811467523616499
restrict,1,andd,0.9811467523616499
reentry,1,deciding,0.9811467523616499
reference,1,coordinates,0.9811467523616499
refers,1,suspects,0.9784149105539915
reform,1,bailout,0.9781254138183857
refuse,1,sale,0.9781254138183857
regard,1,objects,0.9781254138183857
ready,1,embezzling,0.9781254138183857
real,1,disbursed,0.9781254138183857
reason,1,lama,0.9779391855559761
recapitulation,1,kati,0.9779391855559761
assistance,1,view,0.9775108744387108
associate,1,vital,0.9762269480796825
attack,1,wives,0.9758598319308729
attempt,1,impositions,0.9758598319308729
remarksrspo,1,workforce,0.9758598319308729
attendance,1,penalties,0.9758598319308729
attention,1,discrimination,0.9758598319308729
asiatic,1,gerdang,0.9758598319308729
reclamation,1,children,0.9758598319308729
recognising,1,harvester,0.9758598319308729
recognition,1,broken,0.9758598319308729
recognized,1,helpers,0.9758598319308729
recommendations,1,queried,0.9758598319308729
recorded,1,reach,0.9758598319308729
rate,1,explanations,0.9758598319308729
ratio,1,machine,0.9758598319308729
raw,1,payroll,0.9758598319308729
rawas,1,target,0.9758598319308729
reach,1,rely,0.9755838089460647
attempts,1,dischargedimmense,0.9755838089460647
remediate,1,guamuchal,0.9755838089460647
remedied,1,quantities,0.9755838089460647
remedy,1,shellfish,0.9755838089460647
remitted,1,impacted,0.9755838089460647
removal,1,ecosytem,0.9755838089460647
rencana,1,marine,0.9755838089460647
reimbursement,1,manchn,0.9755838089460647
rejected,1,mangrove,0.9755838089460647
relate,1,satisfactory,0.9731123596577014
relating,1,poisoned,0.972873410991417
release,1,directly,0.9705594491246817
relies,1,needs,0.9681731065699382
religious,1,tap,0.9680139831311856
asking,1,triputra,0.9680139831311856
redundancy,1,dwiwira,0.9680139831311856
aspa,1,q3,0.9680139831311856
aspirasi,1,dlj,0.9680139831311856
asproducts,1,paz,0.967368515334968
assembly,1,justicia,0.967368515334968
asserted,1,mapiripan,0.967368515334968
arrested,1,bathing,0.9667586619645829
regents,1,licenses,0.9667080674220064
regime,1,suppress,0.9667080674220064
registry,1,agencies,0.9667080674220064
regrowth,1,falsification,0.9667080674220064
regular,1,bribing,0.9667080674220064
regulating,1,manipulation,0.9667080674220064
recording,1,businesses,0.9660046319081662
recovery,1,betweensustainable,0.9598731824814379
asml,1,distinction,0.9598731824814379
trash,1,perception,0.9598731824814379
trapped,1,initiated,0.9598731824814379
transporting,1,fuelling,0.9598731824814379
transmigration,1,promoted,0.9598731824814379
translated,1,contacts,0.9598731824814379
transfers,1,making,0.9598731824814379
truth,1,relating,0.9590454954766476
trumon,1,henrison,0.9590454954766476
premium,1,enquiries,0.9590454954766476
triputra,1,clearedand,0.9590454954766476
trial,1,covered,0.9582440887469279
397,1,shares,0.9524527358729284
390,1,isun,0.9524527358729284
374,1,roda,0.9524527358729284
58,1,mahakam,0.9524527358729284
56,1,and5,0.9522424330391489
540,1,layoffs,0.9522337331520971
truck,1,added,0.9514001542298145
tr,1,374,0.9468569654704405
towards,1,roads,0.9468569654704405
484,1,437,0.9468569654704405
47,1,pushed,0.9468569654704405
454acres,1,5107ha,0.9468569654704405
801,1,400,0.9468247460434054
80,1,bores,0.9468247460434054
7workers,1,inhabitants,0.9468247460434054
travel,1,pelangsi,0.9468247460434054
7700,1,harm,0.9468247460434054
740,1,santung,0.9468247460434054
6th,1,discuss,0.9458481905803651
624,1,bld,0.9424228688829617
62,1,mados,0.9409394521073361
topics,1,determined,0.9384026060168733
top,1,dike,0.9345710819699532
traversed,1,thousands,0.9345710819699532
79,1,ptnubikajaya,0.9345710819699532
understand,1,flood,0.9345710819699532
undermining,1,hamlet,0.9345710819699532
undermine,1,breeder,0.9345710819699532
underlying,1,sari,0.9345710819699532
undergone,1,sisumut,0.9345710819699532
uncultivated,1,karang,0.9345710819699532
uncovered,1,washing,0.9345710819699532
uncertified,1,ct,0.9315449007727274
525,1,paths,0.9295200225339908
unable,1,insufficient,0.9252223453561932
unnecessarily,1,days,0.9232592145064866
unknowingly,1,assisted,0.9212234469292924
university,1,stakeholder,0.9190993861603496
unintentional,1,optimal,0.9182716723454316
291,1,permanent,0.9182716723454316
28th,1,kerjasama,0.9182716723454316
45,1,expanded,0.9182716723454316
unauthorised,1,converted,0.9182716723454316
522,1,honoured,0.9182716723454316
5200,1,determining,0.9182716723454316
5107ha,1,lks,0.9182716723454316
51,1,scopes,0.9182716723454316
505,1,job,0.9182716723454316
treated,1,factory,0.9182716723454316
unabated,1,harvesters,0.9182716723454316
ujung,1,amicable,0.9159200432203537
understanding,1,injuries,0.9159200432203537
twice,1,injury,0.9159200432203537
tv,1,commotion,0.9159200432203537
turn,1,insuring,0.9159200432203537
tunjangan,1,condition,0.9159200432203537
unfounded,1,unable,0.9159200432203537
undiagnosed,1,enlist,0.9159200432203537
undertake,1,ensuing,0.9159200432203537
understands,1,versus,0.9128296078991673
type,1,north,0.9128296078991673
tempirai,1,1h,0.9128296078991673
tempadung,1,sewangi,0.9128296078991673
temila,1,increase,0.9128296078991673
tell,1,half,0.9128296078991673
teladan,1,srs,0.9128296078991673
telada,1,plantaciones,0.9109299197371621
teguhkarsa,1,fishing,0.9109299197371621
thepromises,1,pucallpa,0.9109299197371621
tracks,1,eq,0.9097321089902644
thecommunity,1,palmaris,0.9097321089902644
thatan,1,pr,0.9097321089902644
th,1,puting,0.9088451164024628
tft,1,coastal,0.9088451164024628
614,1,replied,0.9088451164024628
601,1,pledged,0.9088451164024628
abadimas,1,prohibited,0.9088451164024628
aal,1,magdalena,0.9080789861706335
theground,1,28th,0.9056581701704919
acar,1,theground,0.9056581701704919
aby,1,cenaku,0.9056581701704919
abused,1,24th,0.9056581701704919
above,1,damages,0.9055565466236984
abm,1,uncultivated,0.9055565466236984
technically,1,agribusiness,0.9027417633841952
tbl,1,koto,0.9022595471224942
taught,1,hl,0.9022595471224942
tense,1,hpk,0.9022595471224942
task,1,goods,0.9003434999911646
tarung,1,kawasan,0.898832462512127
target,1,540,0.898832462512127
tapang,1,kabupaten,0.898832462512127
tap,1,budidaya,0.898832462512127
terminate,1,kehutanan,0.898832462512127
terbatas,1,legitimate,0.898832462512127
teran,1,box,0.898832462512127
taskforce,1,kertanegara,0.898832462512127
